CLIENT_ID,LIMIT_BAL,RecentDelinquencyCount,SevereDelinquencyCount,MaxRepaymentDelay,DEFAULT
8332,30000,6,6,2,0
8465,30000,6,6,4,1
8649,30000,6,6,8,1
8816,30000,6,6,3,1
8872,30000,6,5,2,1
9069,30000,6,6,2,0
9161,30000,6,6,4,1
9391,30000,6,5,3,0
9641,30000,6,5,2,0
9655,30000,6,6,2,1
9656,30000,6,6,2,1
9837,30000,6,5,2,1
9944,30000,6,5,3,0
9974,30000,6,6,8,1
10491,30000,6,6,3,0
10530,30000,6,6,3,0
10540,30000,6,6,3,1
10968,30000,6,6,2,0
11098,30000,6,6,4,0
11237,30000,6,6,4,0
11277,30000,6,5,2,0
11350,30000,6,5,2,0
11478,30000,6,6,2,1
11552,30000,6,6,2,0
11583,30000,6,5,2,1
11610,30000,6,6,3,1
11811,30000,6,6,2,0
11823,30000,6,6,3,1
11838,30000,6,6,6,0
12029,30000,6,6,7,0
12072,30000,6,5,2,0
12200,30000,6,5,5,0
12386,30000,6,6,2,1
13306,30000,6,6,3,1
13471,30000,6,6,2,1
13667,30000,6,5,3,1
13689,30000,6,6,2,0
13712,30000,6,6,4,0
13731,30000,6,6,2,0
13771,30000,6,6,2,1
14055,30000,6,6,3,1
14332,30000,6,6,2,0
14368,30000,6,6,2,0
14420,30000,6,6,3,1
14615,30000,6,5,2,1
14644,30000,6,6,2,1
14853,30000,6,6,7,1
14906,30000,6,6,2,1
14965,30000,6,6,7,1
14968,30000,6,6,2,1
14972,30000,6,6,2,1
15000,30000,6,5,3,1
15130,30000,6,6,7,1
15177,30000,6,6,2,0
15182,30000,6,6,7,0
15287,30000,6,5,2,1
15486,30000,6,5,2,0
15503,30000,6,6,2,1
15662,30000,6,5,2,1
15754,30000,6,6,3,1
15777,30000,6,6,2,1
15860,30000,6,6,2,0
15924,30000,6,6,2,1
15936,30000,6,6,7,1
16086,30000,6,5,4,1
16319,30000,6,5,2,1
16328,30000,6,6,2,1
16365,30000,6,6,3,1
16368,30000,6,5,2,1
16440,30000,6,6,2,1
16458,30000,6,6,2,1
16478,30000,6,6,3,1
16547,30000,6,6,4,1
16567,30000,6,5,2,1
16777,30000,6,6,7,1
16827,30000,6,6,2,1
16914,30000,6,5,3,1
16966,30000,6,5,3,0
17074,30000,6,5,4,0
17109,30000,6,6,4,1
17143,30000,6,6,3,1
17401,30000,6,6,2,1
17434,30000,6,6,2,1
17546,30000,6,5,2,0
17647,30000,6,5,4,0
17734,30000,6,5,2,1
17735,30000,6,6,4,0
17751,30000,6,5,3,0
17789,30000,6,6,2,1
17851,30000,6,5,3,1
17862,30000,6,6,7,1
17961,30000,6,6,4,1
18027,30000,6,6,4,0
18087,30000,6,6,4,1
18425,30000,6,5,2,1
18839,30000,6,5,5,1
18913,30000,6,6,2,0
19020,30000,6,5,2,0
19057,30000,6,6,2,1
19193,30000,6,6,2,1
19755,30000,6,6,2,1
20265,30000,6,6,3,1
20421,30000,6,6,3,1
20635,30000,6,5,5,1
20636,30000,6,6,4,1
20685,30000,6,5,2,0
20722,30000,6,5,3,1
20969,30000,6,5,2,1
21492,30000,6,6,6,1
21531,30000,6,6,2,0
21698,30000,6,5,2,1
21895,30000,6,5,2,1
22266,30000,6,5,2,1
22861,30000,6,5,2,0
22881,30000,6,6,2,1
23336,30000,6,6,5,1
24236,30000,6,5,2,1
24644,30000,6,5,3,0
25122,30000,6,5,7,1
25134,30000,6,5,2,0
25171,30000,6,6,4,0
25175,30000,6,6,2,1
25527,30000,6,6,2,1
25563,30000,6,6,3,1
26689,30000,6,6,2,0
27029,30000,6,6,2,1
27132,30000,6,6,7,1
27204,30000,6,5,4,1
27524,30000,6,5,2,1
27705,30000,6,6,3,1
27717,30000,6,6,2,0
28192,30000,6,6,7,1
28268,30000,6,6,3,1
29120,30000,6,6,7,1
29310,30000,6,5,2,1
29492,30000,6,5,2,1
29712,30000,6,6,4,1
190,20000,6,5,5,0
650,20000,6,6,8,0
832,20000,6,6,8,0
1045,20000,6,6,2,1
1122,20000,6,5,4,1
1289,20000,6,5,3,1
1486,20000,6,6,7,1
2016,20000,6,5,2,1
2362,20000,6,6,8,0
2421,20000,6,6,4,1
2463,20000,6,5,3,1
2471,20000,6,6,3,1
2916,20000,6,6,8,0
3216,20000,6,6,2,1
3275,20000,6,5,4,1
3527,20000,6,5,3,0
3859,20000,6,6,2,1
3878,20000,6,6,3,1
3992,20000,6,6,3,1
3998,20000,6,6,2,1
4013,20000,6,6,4,1
4616,20000,6,5,2,0
5114,20000,6,6,5,0
5241,20000,6,5,2,1
5337,20000,6,6,4,1
5471,20000,6,5,3,1
5737,20000,6,5,3,1
5884,20000,6,5,2,0
6038,20000,6,6,7,1
6553,20000,6,6,3,1
6597,20000,6,5,3,0
6750,20000,6,6,8,1
7171,20000,6,6,2,0
7244,20000,6,6,4,1
7464,20000,6,5,2,1
7619,20000,6,5,2,0
7739,20000,6,6,3,1
7788,20000,6,6,2,1
7942,20000,6,6,7,1
8085,20000,6,6,2,1
8221,20000,6,5,2,0
8318,20000,6,6,2,1
8384,20000,6,5,3,0
8502,20000,6,6,4,0
8541,20000,6,5,4,0
8568,20000,6,5,3,1
9209,20000,6,5,4,1
9578,20000,6,6,2,1
9588,20000,6,6,2,1
9689,20000,6,6,3,1
9815,20000,6,6,3,0
9816,20000,6,5,3,0
10119,20000,6,6,2,0
10331,20000,6,6,3,1
10383,20000,6,6,4,1
11336,20000,6,6,3,1
11429,20000,6,5,2,1
11504,20000,6,6,4,0
11699,20000,6,6,3,0
11981,20000,6,6,3,1
12190,20000,6,6,4,1
12363,20000,6,6,2,1
12388,20000,6,5,2,1
12424,20000,6,6,4,1
12426,20000,6,6,4,0
12768,20000,6,6,4,1
12870,20000,6,5,6,1
13014,20000,6,6,3,1
13224,20000,6,6,7,1
13247,20000,6,5,5,0
13521,20000,6,6,2,0
13628,20000,6,6,8,1
13705,20000,6,6,8,1
13950,20000,6,5,3,0
14089,20000,6,5,3,1
14319,20000,6,5,2,0
14321,20000,6,6,2,0
14683,20000,6,6,2,1
14785,20000,6,6,4,1
14797,20000,6,6,2,0
14924,20000,6,5,2,0
14946,20000,6,5,3,0
15005,20000,6,5,4,0
15176,20000,6,6,2,0
15767,20000,6,6,3,1
15989,20000,6,6,7,1
16486,20000,6,5,3,0
16500,20000,6,6,3,1
16503,20000,6,5,4,1
16537,20000,6,5,2,0
16555,20000,6,5,2,1
16570,20000,6,6,5,0
16790,20000,6,5,2,1
16811,20000,6,5,2,0
16858,20000,6,5,4,1
16903,20000,6,5,3,1
16921,20000,6,6,7,1
16926,20000,6,6,4,1
17236,20000,6,6,4,1
17339,20000,6,5,3,1
17374,20000,6,5,3,1
17573,20000,6,6,3,1
17830,20000,6,6,2,0
17954,20000,6,5,2,1
18082,20000,6,6,3,1
18186,20000,6,5,3,1
18216,20000,6,6,3,0
18247,20000,6,6,4,1
18432,20000,6,5,2,1
19040,20000,6,5,4,1
19187,20000,6,6,5,1
19331,20000,6,6,2,1
20343,20000,6,6,3,1
20351,20000,6,5,4,1
20363,20000,6,6,3,0
20529,20000,6,6,4,0
20705,20000,6,6,7,1
20886,20000,6,6,7,1
21016,20000,6,6,3,1
21184,20000,6,6,5,0
21565,20000,6,6,4,1
21650,20000,6,6,3,1
21794,20000,6,6,3,1
22503,20000,6,6,2,0
22601,20000,6,6,4,1
23672,20000,6,6,3,1
23914,20000,6,6,3,1
23944,20000,6,5,4,0
23983,20000,6,6,5,0
24005,20000,6,6,3,1
24021,20000,6,6,5,1
24146,20000,6,6,7,1
24171,20000,6,5,2,1
24376,20000,6,6,3,1
24537,20000,6,6,3,1
24987,20000,6,5,5,0
26060,20000,6,5,2,0
26389,20000,6,5,4,0
26582,20000,6,6,7,1
26617,20000,6,6,2,1
26802,20000,6,5,3,1
27130,20000,6,6,4,1
27136,20000,6,6,3,1
27237,20000,6,5,4,0
27284,20000,6,5,2,0
27474,20000,6,6,3,1
27510,20000,6,6,4,1
27831,20000,6,6,3,1
27931,20000,6,6,2,1
28026,20000,6,6,7,1
28122,20000,6,5,5,1
28232,20000,6,6,3,1
29084,20000,6,6,4,1
29129,20000,6,6,4,0
29218,20000,6,6,4,1
29315,20000,6,5,6,0
29334,20000,6,6,3,1
29472,20000,6,5,3,0
29547,20000,6,6,7,1
29633,20000,6,6,2,0
29738,20000,6,6,7,1
29767,20000,6,6,8,1
1082,10000,6,5,2,0
1752,10000,6,6,3,1
1862,10000,6,5,6,1
1956,10000,6,5,2,0
2102,10000,6,5,4,1
3007,10000,6,5,2,0
3338,10000,6,5,2,0
4006,10000,6,6,3,1
4193,10000,6,5,3,0
4572,10000,6,6,3,1
5370,10000,6,5,3,1
5836,10000,6,6,7,1
6082,10000,6,6,3,1
6269,10000,6,6,7,1
8217,10000,6,6,4,1
8924,10000,6,6,3,1
10110,10000,6,5,2,1
10527,10000,6,6,2,0
10906,10000,6,5,2,1
12185,10000,6,6,4,1
13399,10000,6,6,7,1
13776,10000,6,6,5,1
14237,10000,6,6,7,1
14606,10000,6,6,6,1
14622,10000,6,6,3,1
16389,10000,6,6,2,1
16494,10000,6,5,4,1
16531,10000,6,6,4,1
16543,10000,6,6,7,1
17021,10000,6,6,7,1
17220,10000,6,6,4,1
17227,10000,6,6,7,1
17641,10000,6,5,2,1
17702,10000,6,6,3,1
17744,10000,6,6,7,1
17796,10000,6,6,3,1
17800,10000,6,5,2,1
17850,10000,6,6,7,1
17914,10000,6,6,3,1
18123,10000,6,6,3,1
18244,10000,6,6,4,1
21634,10000,6,5,2,1
26628,10000,6,5,2,1
26918,10000,6,5,2,1
28053,10000,6,6,5,1
29386,10000,6,6,3,1
29468,10000,6,6,3,1
20875,550000,5,5,2,0
24855,410000,5,5,2,1
565,390000,5,5,2,0
7318,360000,5,5,2,1
13333,350000,5,4,2,1
28608,350000,5,4,2,1
25376,340000,5,4,2,0
28595,340000,5,5,5,1
14445,330000,5,4,2,0
12301,320000,5,4,2,1
25705,320000,5,4,3,1
20561,310000,5,5,3,0
23366,300000,5,5,3,1
5473,290000,5,4,2,1
29090,290000,5,4,2,0
5541,280000,5,5,2,0
11971,280000,5,5,2,0
14580,280000,5,5,5,0
2091,270000,5,4,2,0
3776,250000,5,4,3,1
10649,240000,5,4,2,1
11402,240000,5,4,4,0
22089,240000,5,5,2,1
24778,240000,5,4,2,0
3567,230000,5,4,2,0
13984,230000,5,5,2,1
20979,230000,5,5,2,0
2262,220000,5,5,2,0
3715,220000,5,5,3,0
4047,220000,5,5,2,1
4546,220000,5,5,3,1
16125,220000,5,4,2,0
19236,220000,5,5,2,0
19696,220000,5,5,3,1
24917,210000,5,5,2,1
59,200000,5,5,3,0
5511,200000,5,5,2,1
6213,200000,5,4,2,0
6699,200000,5,5,6,1
13251,200000,5,4,2,1
20580,200000,5,5,2,1
22453,200000,5,5,3,1
4800,190000,5,5,6,1
12138,190000,5,4,2,0
973,180000,5,5,2,1
1510,180000,5,5,2,1
2776,180000,5,5,2,1
19372,180000,5,4,4,0
19458,180000,5,5,2,1
27296,180000,5,4,2,1
28320,180000,5,5,2,1
14684,170000,5,4,2,1
20851,170000,5,4,2,0
9726,160000,5,5,2,1
16651,160000,5,5,2,1
18745,160000,5,4,2,0
849,150000,5,5,4,1
6341,150000,5,5,2,1
14322,150000,5,5,2,1
18682,150000,5,5,2,1
20448,150000,5,5,2,1
20950,150000,5,5,5,1
22410,150000,5,5,2,0
22843,150000,5,5,2,1
25022,150000,5,5,2,1
27523,150000,5,5,2,1
2801,140000,5,4,4,1
2963,140000,5,5,2,0
6283,140000,5,4,3,0
9228,140000,5,5,2,0
9300,140000,5,5,3,1
16005,140000,5,5,6,0
7115,130000,5,5,2,1
9686,130000,5,5,3,0
13944,130000,5,4,2,1
18735,130000,5,4,2,0
11037,120000,5,5,2,1
11807,120000,5,4,3,1
23948,120000,5,4,2,1
1051,110000,5,5,3,0
2488,110000,5,5,2,1
3656,110000,5,5,2,0
3664,110000,5,4,2,0
5438,110000,5,5,2,0
12417,110000,5,4,2,0
15856,110000,5,5,2,1
15887,110000,5,5,4,1
24143,110000,5,5,2,1
28547,110000,5,4,2,0
28944,110000,5,5,2,1
799,100000,5,5,2,0
2058,100000,5,4,2,0
5673,100000,5,5,2,1
6371,100000,5,5,5,1
7053,100000,5,5,2,1
9701,100000,5,5,2,1
10769,100000,5,5,3,1
16801,100000,5,5,2,1
17528,100000,5,4,2,1
18054,100000,5,5,2,1
20866,100000,5,5,2,1
21992,100000,5,5,2,1
24780,100000,5,5,2,0
26488,100000,5,5,3,0
4076,90000,5,4,2,0
12839,90000,5,5,2,0
14067,90000,5,4,2,1
20319,90000,5,5,3,1
20509,90000,5,5,2,1
23296,90000,5,5,2,1
24823,90000,5,4,2,0
26501,90000,5,4,2,1
26657,90000,5,5,2,1
2640,80000,5,5,2,1
3686,80000,5,5,2,0
5641,80000,5,5,2,0
11637,80000,5,5,3,1
12475,80000,5,5,2,1
13890,80000,5,4,3,0
14384,80000,5,5,3,1
14852,80000,5,5,3,0
15746,80000,5,5,2,1
15813,80000,5,4,2,0
16215,80000,5,5,2,1
17178,80000,5,5,2,0
18645,80000,5,4,2,0
23196,80000,5,5,2,1
23604,80000,5,4,2,1
23814,80000,5,5,3,0
24577,80000,5,5,2,1
25352,80000,5,4,2,1
27531,80000,5,5,2,1
29096,80000,5,4,2,0
51,70000,5,4,2,1
3156,70000,5,4,3,1
7606,70000,5,5,2,0
9852,70000,5,5,3,1
11848,70000,5,5,2,1
12766,70000,5,5,2,1
15012,70000,5,4,2,0
22793,70000,5,4,2,0
26434,70000,5,4,2,0
27485,70000,5,5,6,0
105,60000,5,5,2,0
328,60000,5,5,2,1
12280,60000,5,5,2,0
17036,60000,5,5,3,1
17088,60000,5,5,3,1
18104,60000,5,5,2,1
19009,60000,5,5,2,1
20652,60000,5,4,2,1
26253,60000,5,5,2,0
907,50000,5,5,2,1
2641,50000,5,4,4,1
3033,50000,5,5,4,0
4374,50000,5,5,4,1
5792,50000,5,4,2,0
5929,50000,5,5,4,1
6080,50000,5,4,2,0
6173,50000,5,5,3,0
6970,50000,5,4,3,0
7856,50000,5,5,3,1
8226,50000,5,5,5,1
9487,50000,5,4,5,1
9904,50000,5,5,2,1
11198,50000,5,4,2,0
12813,50000,5,5,2,0
12991,50000,5,5,2,1
13897,50000,5,5,3,1
14625,50000,5,4,4,0
15300,50000,5,4,2,0
15815,50000,5,5,2,1
16757,50000,5,5,3,0
16869,50000,5,4,3,0
17191,50000,5,5,2,1
17976,50000,5,5,2,1
20668,50000,5,5,2,1
21453,50000,5,4,2,1
22445,50000,5,5,2,1
25583,50000,5,5,2,1
26212,50000,5,5,4,1
26537,50000,5,5,2,0
26750,50000,5,5,2,1
26856,50000,5,5,3,0
27003,50000,5,5,3,1
27342,50000,5,5,2,0
27679,50000,5,4,2,0
27773,50000,5,5,2,1
27930,50000,5,5,2,0
3741,40000,5,4,3,0
3743,40000,5,5,2,0
4874,40000,5,4,2,0
7395,40000,5,5,2,1
9532,40000,5,5,2,1
12115,40000,5,5,6,1
12365,40000,5,4,2,1
12946,40000,5,5,3,0
16081,40000,5,5,2,1
18939,40000,5,5,3,1
25202,40000,5,5,2,0
27722,40000,5,5,2,1
161,30000,5,5,2,0
492,30000,5,5,2,0
671,30000,5,5,2,0
2268,30000,5,5,2,1
2457,30000,5,5,2,0
3344,30000,5,5,2,1
5866,30000,5,4,3,0
6670,30000,5,4,2,0
8219,30000,5,5,4,0
8220,30000,5,4,2,0
8298,30000,5,4,3,0
8651,30000,5,5,6,0
9776,30000,5,5,2,1
11211,30000,5,5,3,1
11831,30000,5,5,6,1
12338,30000,5,4,3,1
13648,30000,5,5,2,1
13729,30000,5,5,2,0
14687,30000,5,4,2,1
16041,30000,5,5,2,1
16146,30000,5,5,2,1
16515,30000,5,5,2,0
17079,30000,5,4,3,0
17282,30000,5,5,3,0
17610,30000,5,5,3,1
18407,30000,5,5,2,1
19506,30000,5,5,2,1
21393,30000,5,4,2,0
21445,30000,5,5,2,1
21519,30000,5,5,2,1
22419,30000,5,5,2,0
24485,30000,5,5,2,0
25137,30000,5,4,2,1
25164,30000,5,5,2,0
26512,30000,5,4,3,1
26751,30000,5,5,3,0
27676,30000,5,5,2,1
27896,30000,5,4,2,1
29306,30000,5,5,6,1
1105,20000,5,4,3,1
1428,20000,5,5,3,0
1526,20000,5,5,2,0
1626,20000,5,5,2,1
2105,20000,5,5,2,1
3201,20000,5,4,2,1
3673,20000,5,5,2,1
4353,20000,5,4,2,1
5885,20000,5,4,2,0
6825,20000,5,4,5,1
6839,20000,5,5,2,0
7184,20000,5,4,2,0
7486,20000,5,4,2,1
7957,20000,5,5,5,1
9042,20000,5,4,2,0
9514,20000,5,4,3,0
9947,20000,5,5,2,1
14410,20000,5,5,4,0
14875,20000,5,5,2,1
15111,20000,5,4,2,1
15375,20000,5,5,3,1
16200,20000,5,4,2,0
16582,20000,5,5,3,0
16656,20000,5,4,2,1
16672,20000,5,5,2,1
17419,20000,5,5,3,1
18302,20000,5,5,2,0
19088,20000,5,4,2,1
20348,20000,5,4,2,1
20411,20000,5,5,3,1
20543,20000,5,5,3,1
20721,20000,5,5,5,0
21345,20000,5,5,5,0
21463,20000,5,5,4,1
23396,20000,5,5,4,1
23899,20000,5,5,3,0
26591,20000,5,5,3,0
27618,20000,5,4,2,1
28337,20000,5,4,2,1
29313,20000,5,4,2,1
29896,20000,5,4,2,0
10100,10000,5,4,3,0
10189,10000,5,5,4,1
11145,10000,5,5,2,1
11219,10000,5,4,3,0
13616,10000,5,5,5,1
14402,10000,5,4,3,1
16092,10000,5,5,4,0
16822,10000,5,4,2,0
17737,10000,5,5,2,0
18060,10000,5,4,2,0
21515,10000,5,4,3,1
27139,10000,5,5,4,0
27887,10000,5,5,2,0
29021,10000,5,4,4,1
29164,10000,5,5,5,0
29700,10000,5,4,2,0
29739,10000,5,5,4,1
23395,600000,4,3,2,0
27442,550000,4,4,2,1
15345,520000,4,3,2,0
6779,500000,4,0,1,0
11239,500000,4,4,2,1
20903,500000,4,4,2,1
215,470000,4,4,2,0
27097,450000,4,3,2,1
6023,440000,4,3,2,1
6991,410000,4,4,2,0
892,400000,4,1,2,0
12496,400000,4,4,2,0
16856,400000,4,3,2,0
8577,360000,4,4,3,1
25875,360000,4,4,2,1
28424,360000,4,4,2,1
20643,330000,4,4,2,0
3270,320000,4,3,3,1
16608,320000,4,4,2,0
27555,320000,4,4,2,1
3087,310000,4,4,2,0
4332,300000,4,4,2,0
6914,300000,4,4,2,1
10976,300000,4,4,2,0
13170,300000,4,4,2,1
21967,300000,4,4,2,1
23340,300000,4,4,2,0
17722,290000,4,3,2,0
23233,290000,4,4,2,1
2247,280000,4,3,2,1
21934,280000,4,4,2,0
23808,280000,4,4,2,1
27328,280000,4,4,2,1
28920,280000,4,4,2,1
29042,280000,4,4,2,0
24438,270000,4,4,2,0
29541,270000,4,3,2,0
6345,260000,4,4,3,0
6684,260000,4,4,3,1
8100,260000,4,4,2,1
10622,260000,4,4,2,1
15078,260000,4,4,2,1
20623,260000,4,4,3,1
26290,260000,4,4,2,1
28673,260000,4,3,2,0
6119,250000,4,4,2,1
14167,250000,4,4,2,1
15571,250000,4,4,2,1
18084,250000,4,4,3,1
18420,250000,4,4,3,0
4980,240000,4,4,2,1
5785,240000,4,4,2,1
9376,240000,4,3,2,0
11553,240000,4,3,2,1
17876,240000,4,3,2,0
22326,240000,4,3,2,0
26324,240000,4,4,2,0
28971,240000,4,3,2,1
29655,240000,4,4,2,1
7688,230000,4,4,2,0
8013,230000,4,4,2,0
10988,230000,4,3,2,1
15831,230000,4,4,2,1
18667,230000,4,3,2,0
28430,230000,4,4,2,1
5347,220000,4,4,2,1
5962,220000,4,3,2,0
9516,220000,4,4,5,0
16336,220000,4,4,2,0
19235,220000,4,3,3,1
21772,220000,4,4,2,1
22772,220000,4,4,2,1
23510,220000,4,4,2,1
24738,220000,4,3,2,1
28071,220000,4,4,2,1
29516,220000,4,4,2,1
2589,210000,4,4,2,1
6858,210000,4,4,2,1
22510,210000,4,3,2,0
25786,210000,4,3,2,0
1668,200000,4,3,2,1
2557,200000,4,4,2,1
3075,200000,4,3,2,0
3222,200000,4,3,2,0
3241,200000,4,4,2,1
4161,200000,4,3,2,1
4528,200000,4,4,2,0
5851,200000,4,3,2,1
11430,200000,4,4,2,1
14558,200000,4,4,3,1
14710,200000,4,3,2,0
15891,200000,4,4,2,1
15946,200000,4,4,2,1
17408,200000,4,3,2,0
18089,200000,4,4,3,1
18203,200000,4,4,2,0
18769,200000,4,3,2,0
20408,200000,4,4,2,1
21430,200000,4,3,3,0
22268,200000,4,3,2,0
24278,200000,4,4,2,0
24320,200000,4,4,2,1
27335,200000,4,3,2,0
27923,200000,4,4,2,1
29087,200000,4,4,2,1
29465,200000,4,3,2,1
8852,190000,4,3,2,1
16760,190000,4,4,2,1
18828,190000,4,4,2,1
20256,190000,4,4,2,1
21373,190000,4,4,2,0
23417,190000,4,4,2,0
24506,190000,4,4,2,1
26741,190000,4,4,2,1
939,180000,4,3,2,1
1369,180000,4,4,2,0
2390,180000,4,3,2,1
11233,180000,4,4,3,0
12761,180000,4,4,2,1
15243,180000,4,4,2,0
17600,180000,4,3,2,0
18887,180000,4,3,2,1
19165,180000,4,4,2,1
21918,180000,4,3,2,1
28074,180000,4,4,2,1
29656,180000,4,4,2,0
4688,170000,4,3,2,0
8571,170000,4,4,2,0
9403,170000,4,3,2,0
12616,170000,4,4,2,1
1869,160000,4,4,2,1
10811,160000,4,4,2,0
12083,160000,4,4,3,0
14366,160000,4,4,2,0
15118,160000,4,3,2,1
16064,160000,4,4,2,1
19531,160000,4,4,2,0
22769,160000,4,4,3,0
24945,160000,4,4,2,1
27243,160000,4,4,2,1
27862,160000,4,3,2,0
28135,160000,4,3,2,0
28556,160000,4,3,2,0
28625,160000,4,4,2,0
28997,160000,4,4,3,1
1572,150000,4,3,2,0
2389,150000,4,3,2,0
3413,150000,4,3,2,1
4069,150000,4,4,2,0
4639,150000,4,4,3,0
4882,150000,4,4,2,1
5111,150000,4,4,2,0
7274,150000,4,3,2,1
7288,150000,4,4,2,1
7327,150000,4,4,2,1
7978,150000,4,3,2,0
9887,150000,4,4,2,1
11236,150000,4,4,2,0
12114,150000,4,4,2,0
16275,150000,4,4,2,0
16838,150000,4,4,2,1
16845,150000,4,4,3,0
18110,150000,4,4,2,0
19474,150000,4,4,2,0
19514,150000,4,3,2,0
24531,150000,4,4,2,0
27448,150000,4,4,2,1
27987,150000,4,3,2,1
28719,150000,4,4,2,1
28941,150000,4,3,2,0
29691,150000,4,4,3,1
482,140000,4,4,2,1
604,140000,4,4,2,0
1048,140000,4,3,2,1
2562,140000,4,4,2,1
4039,140000,4,4,2,0
5443,140000,4,4,3,1
5830,140000,4,4,2,1
6083,140000,4,4,2,1
8602,140000,4,4,2,0
9287,140000,4,4,4,1
9750,140000,4,4,2,0
10232,140000,4,4,2,0
10832,140000,4,4,2,0
11160,140000,4,3,2,0
14538,140000,4,3,2,1
15729,140000,4,4,3,0
16072,140000,4,3,2,0
16084,140000,4,3,3,0
17065,140000,4,4,2,0
22671,140000,4,4,2,0
26194,140000,4,4,3,1
26827,140000,4,4,2,0
27060,140000,4,3,2,1
28508,140000,4,4,2,0
29056,140000,4,4,5,0
29404,140000,4,3,2,1
2431,130000,4,3,2,0
2636,130000,4,3,2,0
5403,130000,4,4,2,1
6036,130000,4,4,2,0
6087,130000,4,3,2,0
6253,130000,4,4,2,1
9782,130000,4,4,2,1
10123,130000,4,3,2,1
11257,130000,4,3,2,0
12151,130000,4,3,2,0
12725,130000,4,4,2,1
14801,130000,4,4,2,1
15218,130000,4,4,2,1
15748,130000,4,4,2,0
17376,130000,4,4,2,1
17896,130000,4,4,2,1
20946,130000,4,3,2,0
22397,130000,4,4,2,0
23244,130000,4,4,2,1
23304,130000,4,3,2,0
25141,130000,4,4,3,1
25360,130000,4,4,2,1
26762,130000,4,4,2,0
26865,130000,4,4,3,1
1365,120000,4,4,2,0
3247,120000,4,4,2,1
3950,120000,4,4,2,0
6109,120000,4,4,2,1
6266,120000,4,3,2,1
6368,120000,4,4,3,0
7604,120000,4,3,3,1
8037,120000,4,4,2,1
11421,120000,4,4,3,1
12035,120000,4,3,2,0
16129,120000,4,4,2,0
19828,120000,4,4,2,1
20478,120000,4,4,2,1
20565,120000,4,3,2,0
21258,120000,4,4,2,1
21882,120000,4,4,2,1
28504,120000,4,3,2,1
29263,120000,4,4,2,0
558,110000,4,4,2,0
1111,110000,4,3,2,0
3383,110000,4,3,2,1
3441,110000,4,4,2,0
6172,110000,4,4,2,1
6414,110000,4,4,2,1
6881,110000,4,4,2,1
7476,110000,4,4,2,1
8274,110000,4,4,2,0
14720,110000,4,4,3,1
16283,110000,4,4,2,1
17762,110000,4,4,2,1
18000,110000,4,4,3,1
18030,110000,4,3,2,0
18098,110000,4,4,2,1
24133,110000,4,4,2,1
24579,110000,4,4,2,1
24892,110000,4,3,3,1
25755,110000,4,4,2,0
27943,110000,4,4,2,1
534,100000,4,4,3,1
2541,100000,4,4,2,1
2656,100000,4,4,2,1
3353,100000,4,4,2,0
4377,100000,4,3,2,1
5351,100000,4,3,2,0
5456,100000,4,4,4,1
5873,100000,4,4,2,1
6143,100000,4,4,2,0
6179,100000,4,4,3,1
6424,100000,4,4,3,1
6582,100000,4,4,2,0
7142,100000,4,4,2,0
9579,100000,4,4,2,1
10002,100000,4,4,2,0
10591,100000,4,4,2,1
10660,100000,4,4,2,0
11987,100000,4,4,2,0
12009,100000,4,3,2,1
15605,100000,4,4,2,0
15797,100000,4,3,2,0
15980,100000,4,4,2,0
16278,100000,4,3,2,1
16444,100000,4,4,2,0
16663,100000,4,4,2,0
16836,100000,4,4,2,1
17337,100000,4,3,3,1
17655,100000,4,4,2,1
18438,100000,4,3,2,0
18694,100000,4,4,2,0
19233,100000,4,4,2,0
19799,100000,4,4,3,1
20630,100000,4,3,2,0
20786,100000,4,4,2,1
21039,100000,4,4,2,1
22062,100000,4,4,2,1
23063,100000,4,3,2,1
23458,100000,4,3,2,1
23462,100000,4,4,2,0
23675,100000,4,3,2,0
24947,100000,4,4,2,1
26461,100000,4,4,2,1
26720,100000,4,3,2,0
27125,100000,4,4,2,1
27189,100000,4,4,2,1
27211,100000,4,3,2,0
27588,100000,4,3,2,1
27852,100000,4,3,2,0
28964,100000,4,4,2,1
29047,100000,4,3,2,0
911,90000,4,4,2,0
2291,90000,4,3,2,0
2944,90000,4,4,2,1
3535,90000,4,4,2,1
3869,90000,4,3,2,0
6086,90000,4,4,2,1
7580,90000,4,3,2,0
8080,90000,4,4,2,1
11579,90000,4,4,2,1
12296,90000,4,3,2,1
12540,90000,4,4,2,0
12916,90000,4,4,2,1
15641,90000,4,3,2,0
16378,90000,4,3,2,0
17141,90000,4,4,3,1
17504,90000,4,4,3,1
18381,90000,4,4,2,1
19368,90000,4,3,2,0
19370,90000,4,3,2,0
22836,90000,4,4,2,1
27800,90000,4,4,2,1
28828,90000,4,4,2,0
28994,90000,4,4,3,1
29715,90000,4,4,2,1
149,80000,4,3,3,0
1160,80000,4,3,2,0
2340,80000,4,3,2,0
3822,80000,4,3,4,1
4861,80000,4,4,3,1
5047,80000,4,4,2,1
5348,80000,4,3,2,1
5363,80000,4,4,2,0
5465,80000,4,4,2,1
6536,80000,4,4,2,1
6592,80000,4,4,3,0
7043,80000,4,3,2,0
7067,80000,4,4,2,1
7544,80000,4,4,2,0
7628,80000,4,4,2,0
7654,80000,4,3,2,0
8011,80000,4,4,2,1
8017,80000,4,4,2,1
8803,80000,4,3,2,1
9061,80000,4,4,2,0
