customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,ChurnFlag,TenureGroup,MonthlyChargeBand,ServiceCount,ContractRisk,EstimatedCustomerValue,ChurnProbability,PredictedChurn,RiskBand,MonthlyChargesAtRisk
0308-IVGOK,Female,0,No,No,11,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),40.4,422.6,No,0,0-12 Months,Medium,3,Medium Contract Risk,444.4,0.11506063620840383,No,Low Risk,0.0
7293-LSCDV,Female,0,Yes,Yes,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.25,1103.25,No,0,49-60 Months,Low,1,Low Contract Risk,1155.0,0.02111885409148618,No,Low Risk,0.0
7025-WCBNE,Male,1,No,No,47,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),59.6,2754.0,No,0,25-48 Months,Medium,4,Low Contract Risk,2801.2000000000003,0.04524546498414688,No,Low Risk,0.0
5756-JYOJT,Female,0,No,No,11,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),64.9,697.25,No,0,0-12 Months,Medium,4,Medium Contract Risk,713.9000000000001,0.09867794297813086,No,Low Risk,0.0
4710-FDUIZ,Male,0,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),100.3,5614.45,Yes,1,49-60 Months,Very High,5,Medium Contract Risk,5616.8,0.1802066700227852,No,Low Risk,0.0
6030-REHUX,Female,1,Yes,No,28,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,110.85,3204.4,No,0,25-48 Months,Very High,7,High Contract Risk,3103.7999999999997,0.5623900855429278,Yes,Medium Risk,0.0
9548-LIGTA,Male,0,Yes,No,61,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,81.05,4747.65,No,0,61+ Months,High,6,Low Contract Risk,4944.05,0.027570846073044285,No,Low Risk,0.0
5150-LJNSR,Male,0,Yes,Yes,31,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),98.05,3082.1,No,0,25-48 Months,High,5,Medium Contract Risk,3039.5499999999997,0.15817315258141548,No,Low Risk,0.0
8270-RKSAP,Male,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.5,597.9,No,0,0-12 Months,High,1,High Contract Risk,634.5,0.5814146644230876,Yes,Medium Risk,0.0
6522-YRBXD,Male,1,Yes,No,35,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,94.55,3365.4,No,0,25-48 Months,High,5,High Contract Risk,3309.25,0.41941663878112667,No,Medium Risk,0.0
2640-LYMOV,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.65,38.8,No,0,0-12 Months,Low,1,High Contract Risk,39.3,0.22124700963647537,No,Low Risk,0.0
1218-VKFPE,Female,0,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.0,233.55,Yes,1,0-12 Months,Low,1,High Contract Risk,228.0,0.09879272168175501,No,Low Risk,0.0
3627-FHKBK,Female,0,No,No,1,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,75.3,75.3,Yes,1,0-12 Months,High,2,High Contract Risk,75.3,0.6074225529183649,Yes,High Risk,75.3
2865-TCHJW,Female,1,No,No,4,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.2,346.2,Yes,1,0-12 Months,High,4,High Contract Risk,356.8,0.7752998968187984,Yes,High Risk,89.2
1423-BMPBQ,Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.0,19.0,No,0,0-12 Months,Low,1,High Contract Risk,19.0,0.34743858065439176,No,Medium Risk,0.0
2393-DIVAI,Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.0,61.7,No,0,0-12 Months,Low,1,High Contract Risk,60.0,0.203258499557407,No,Low Risk,0.0
5192-EBGOV,Female,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.7,85.7,Yes,1,0-12 Months,High,3,High Contract Risk,85.7,0.8751019119212003,Yes,High Risk,85.7
4568-KNYWR,Male,0,No,No,52,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),63.25,3342.45,No,0,49-60 Months,Medium,4,Low Contract Risk,3289.0,0.03889261431790578,No,Low Risk,0.0
8752-IMQOS,Male,0,Yes,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,85.1,No,0,0-12 Months,Low,1,Medium Contract Risk,100.5,0.07572317940665937,No,Low Risk,0.0
0742-LAFQK,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,99.15,7422.1,No,0,61+ Months,High,6,Low Contract Risk,7138.8,0.09706076676087606,No,Low Risk,0.0
0795-LAFGP,Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,90.4,6668.05,No,0,61+ Months,High,8,Low Contract Risk,6418.400000000001,0.03580709942661896,No,Low Risk,0.0
0619-OLYUR,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),111.9,8071.05,No,0,61+ Months,Very High,7,Low Contract Risk,8056.8,0.04703260554790716,No,Low Risk,0.0
5512-IDZEI,Male,0,Yes,Yes,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,24.9,1174.8,No,0,25-48 Months,Low,2,Medium Contract Risk,1145.3999999999999,0.05939317646923986,No,Low Risk,0.0
0459-SPZHJ,Male,0,Yes,Yes,63,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),83.5,5435.0,No,0,61+ Months,High,7,Low Contract Risk,5260.5,0.04147481239448932,No,Low Risk,0.0
0215-BQKGS,Male,0,No,No,30,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),84.3,2438.6,No,0,25-48 Months,High,4,High Contract Risk,2529.0,0.23396208407171082,No,Low Risk,0.0
9244-ZVAPM,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.6,45.6,No,0,0-12 Months,Medium,1,High Contract Risk,45.6,0.512196654971884,Yes,Medium Risk,0.0
0719-SYFRB,Female,0,No,No,12,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,61.65,713.75,Yes,1,0-12 Months,Medium,5,High Contract Risk,739.8,0.16879377367268578,No,Low Risk,0.0
8208-EUMTE,Male,0,No,No,16,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,54.85,916.15,No,0,13-24 Months,Medium,5,Low Contract Risk,877.6,0.038811399773557985,No,Low Risk,0.0
5172-MIGPM,Male,0,No,No,4,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,65.55,237.2,No,0,0-12 Months,Medium,4,High Contract Risk,262.2,0.32601961232332255,No,Medium Risk,0.0
1710-RCXUS,Male,0,Yes,No,51,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),90.35,4614.55,No,0,49-60 Months,High,4,Medium Contract Risk,4607.849999999999,0.12452064028669463,No,Low Risk,0.0
0374-FIUCA,Male,0,Yes,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.4,1414.45,No,0,61+ Months,Low,1,Low Contract Risk,1326.0,0.021757854686503122,No,Low Risk,0.0
5839-SUYVZ,Male,0,No,No,16,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),74.55,1170.5,No,0,13-24 Months,High,2,High Contract Risk,1192.8,0.37432375085443625,No,Medium Risk,0.0
5173-ZXXXL,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.95,47.7,No,0,0-12 Months,Low,1,Medium Contract Risk,39.9,0.09552858129421861,No,Low Risk,0.0
1096-ADRUX,Female,0,Yes,Yes,66,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),74.25,4859.25,No,0,61+ Months,High,2,Medium Contract Risk,4900.5,0.0996361562892547,No,Low Risk,0.0
2001-MCUUW,Male,0,No,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,108.65,4903.2,No,0,25-48 Months,Very High,7,Low Contract Risk,4997.900000000001,0.13895827208883801,No,Low Risk,0.0
2731-GJRDG,Female,0,No,No,32,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),109.55,3608.0,No,0,25-48 Months,Very High,7,Medium Contract Risk,3505.6,0.19880509116802772,No,Low Risk,0.0
4723-BEGSG,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),86.65,6094.25,No,0,61+ Months,High,7,Low Contract Risk,6238.8,0.0294779752706164,No,Low Risk,0.0
6516-NKQBO,Male,0,Yes,Yes,38,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),81.0,3084.9,No,0,25-48 Months,High,6,Low Contract Risk,3078.0,0.03253974858472279,No,Low Risk,0.0
8672-OAUPW,Male,0,No,Yes,51,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Credit card (automatic),47.85,2356.75,No,0,49-60 Months,Medium,2,Medium Contract Risk,2440.35,0.055124455665791466,No,Low Risk,0.0
8207-DMRVL,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),114.55,8306.05,No,0,61+ Months,Very High,8,Low Contract Risk,8247.6,0.043444456526497026,No,Low Risk,0.0
3419-SNJJD,Female,1,Yes,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),105.25,6786.4,Yes,1,61+ Months,Very High,6,High Contract Risk,6841.25,0.29204090563436114,No,Low Risk,0.0
6543-CPZMK,Male,0,Yes,Yes,9,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,29.95,248.95,Yes,1,0-12 Months,Low,1,High Contract Risk,269.55,0.38658619490590634,No,Medium Risk,0.0
4765-OXPPD,Female,0,Yes,Yes,9,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,65.0,663.05,Yes,1,0-12 Months,Medium,5,High Contract Risk,585.0,0.0995920474599932,No,Low Risk,0.0
2804-ETQDK,Male,0,No,Yes,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.55,1357.1,No,0,61+ Months,Low,1,Low Contract Risk,1356.3,0.020720675767412843,No,Low Risk,0.0
6689-VRRTK,Female,1,No,No,44,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),109.8,4860.35,No,0,25-48 Months,Very High,7,Medium Contract Risk,4831.2,0.21103750828190107,No,Low Risk,0.0
7138-GIRSH,Male,0,No,No,50,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),69.5,3418.2,No,0,49-60 Months,Medium,5,Low Contract Risk,3475.0,0.04257400657216975,No,Low Risk,0.0
9396-ZSFLL,Female,0,No,No,15,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,48.85,631.4,No,0,13-24 Months,Medium,2,High Contract Risk,732.75,0.24085585808570353,No,Low Risk,0.0
6464-KEXXH,Male,0,No,No,8,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),25.25,186.3,No,0,0-12 Months,Low,0,High Contract Risk,202.0,0.34748539588266025,No,Medium Risk,0.0
7134-MJPDY,Female,1,No,No,66,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),102.85,6976.75,No,0,61+ Months,Very High,6,Medium Contract Risk,6788.099999999999,0.17314256041841408,No,Low Risk,0.0
5240-CAOYT,Female,0,No,No,57,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),87.55,4884.85,No,0,49-60 Months,High,5,High Contract Risk,4990.349999999999,0.14529103620432254,No,Low Risk,0.0
4059-IIEBK,Female,0,No,No,7,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),78.55,522.95,No,0,0-12 Months,High,3,High Contract Risk,549.85,0.5429480290247745,Yes,Medium Risk,0.0
4881-JVQOD,Male,1,Yes,Yes,10,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),34.55,362.6,No,0,0-12 Months,Low,1,High Contract Risk,345.5,0.4220433683204296,No,Medium Risk,0.0
0516-UXRMT,Female,0,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,92.05,5755.8,No,0,61+ Months,High,5,Medium Contract Risk,5707.099999999999,0.10393688147929678,No,Low Risk,0.0
4851-BQDNX,Male,0,Yes,Yes,40,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,85.05,3355.65,No,0,25-48 Months,High,3,Medium Contract Risk,3402.0,0.17875727315007728,No,Low Risk,0.0
5148-HKFIR,Female,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.7,406.95,No,0,13-24 Months,Low,1,Low Contract Risk,394.0,0.024710116960603334,No,Low Risk,0.0
1009-IRMNA,Female,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.0,137.6,Yes,1,0-12 Months,Low,1,High Contract Risk,140.0,0.10347861186483555,No,Low Risk,0.0
3003-CMDUU,Female,0,Yes,No,25,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,95.15,2395.7,No,0,25-48 Months,High,4,High Contract Risk,2378.75,0.45339411562349113,No,Medium Risk,0.0
5016-IBERQ,Male,0,Yes,No,23,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,84.25,1968.1,No,0,13-24 Months,High,4,High Contract Risk,1937.75,0.37622774326725106,No,Medium Risk,0.0
6797-UCJHZ,Female,1,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),104.6,6819.45,No,0,61+ Months,Very High,6,Medium Contract Risk,6903.599999999999,0.18577116503058128,No,Low Risk,0.0
2469-DTSGX,Female,1,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,111.65,7943.45,No,0,61+ Months,Very High,7,Low Contract Risk,8038.8,0.07146702182224726,No,Low Risk,0.0
4554-YGZIH,Male,1,Yes,No,49,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),90.05,4547.25,Yes,1,49-60 Months,High,4,High Contract Risk,4412.45,0.32230906862542663,No,Medium Risk,0.0
5099-BAILX,Male,1,Yes,Yes,43,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),110.75,4687.9,Yes,1,25-48 Months,Very High,7,High Contract Risk,4762.25,0.4441358973854319,No,Medium Risk,0.0
9931-KGHOA,Female,0,Yes,No,46,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),55.0,2473.95,No,0,25-48 Months,Medium,3,High Contract Risk,2530.0,0.12416087561420502,No,Low Risk,0.0
1775-KWJKQ,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.85,6562.9,No,0,61+ Months,High,8,Low Contract Risk,6469.2,0.02607968312218924,No,Low Risk,0.0
7665-VIGUD,Male,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.35,176.3,No,0,0-12 Months,Low,1,Medium Contract Risk,203.5,0.055295591634267206,No,Low Risk,0.0
9411-TPQQV,Female,0,No,No,40,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),54.55,2236.2,No,0,25-48 Months,Medium,4,Medium Contract Risk,2182.0,0.08518613971108739,No,Low Risk,0.0
7207-RMRDB,Female,0,Yes,Yes,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.5,6985.65,Yes,1,61+ Months,Very High,6,High Contract Risk,6857.5,0.45687903362591203,No,Medium Risk,0.0
7954-MLBUN,Male,0,No,No,31,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),99.45,3109.9,No,0,25-48 Months,High,5,Low Contract Risk,3082.9500000000003,0.09504009518839576,No,Low Risk,0.0
2077-DDHJK,Female,0,Yes,No,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),70.9,4911.35,No,0,61+ Months,High,6,Low Contract Risk,4821.200000000001,0.024276013957702843,No,Low Risk,0.0
4913-EHYUI,Male,1,Yes,Yes,56,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),104.55,5794.65,Yes,1,49-60 Months,Very High,6,Medium Contract Risk,5854.8,0.2002552876400312,No,Low Risk,0.0
0195-IESCP,Male,0,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.25,855.3,Yes,1,0-12 Months,High,3,High Contract Risk,852.5,0.7013019075133793,Yes,High Risk,85.25
9574-BOSMD,Male,0,Yes,Yes,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.4,1620.2,No,0,61+ Months,Low,2,Low Contract Risk,1727.1999999999998,0.023127038226193948,No,Low Risk,0.0
4580-TMHJU,Female,0,Yes,Yes,43,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,56.15,2499.3,Yes,1,25-48 Months,Medium,2,High Contract Risk,2414.45,0.20245868654426163,No,Low Risk,0.0
0970-ETWGE,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.55,89.55,Yes,1,0-12 Months,High,3,High Contract Risk,89.55,0.8550338314190217,Yes,High Risk,89.55
4908-XAXAY,Female,1,No,No,49,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),89.85,4287.2,No,0,49-60 Months,High,4,Medium Contract Risk,4402.65,0.12878986284392718,No,Low Risk,0.0
8404-VLQFB,Female,0,Yes,Yes,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.25,394.85,No,0,13-24 Months,Low,2,High Contract Risk,378.75,0.18957330011363835,No,Low Risk,0.0
1626-ERCMM,Male,1,Yes,No,20,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.55,1899.65,Yes,1,13-24 Months,High,4,High Contract Risk,1891.0,0.6429618441854871,Yes,High Risk,94.55
0887-HJGAR,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.7,45.7,Yes,1,0-12 Months,Medium,1,High Contract Risk,45.7,0.5919531673413575,Yes,Medium Risk,0.0
2391-IPLOP,Male,0,Yes,Yes,50,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,69.65,3442.15,No,0,49-60 Months,Medium,5,Medium Contract Risk,3482.5000000000005,0.1128754397508795,No,Low Risk,0.0
5644-PDMZC,Female,1,No,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,89.5,161.5,Yes,1,0-12 Months,High,4,High Contract Risk,179.0,0.7028667795357182,Yes,High Risk,89.5
3509-GWQGF,Male,1,No,No,24,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),70.0,1732.6,No,0,13-24 Months,Medium,1,High Contract Risk,1680.0,0.32192017874161244,No,Medium Risk,0.0
9576-ANLXO,Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.55,222.3,Yes,1,0-12 Months,Medium,1,High Contract Risk,208.64999999999998,0.6065023758185168,Yes,High Risk,69.55
2024-BASKD,Female,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,74.6,74.6,Yes,1,0-12 Months,High,2,High Contract Risk,74.6,0.7653546055196001,Yes,High Risk,74.6
5845-BZZIB,Male,0,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.1,655.3,No,0,25-48 Months,Low,1,Low Contract Risk,703.5,0.022063916656277653,No,Low Risk,0.0
1140-UKVZG,Female,0,No,No,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.8,475.25,No,0,13-24 Months,Low,2,High Contract Risk,421.6,0.09925488899595805,No,Low Risk,0.0
4160-AMJTL,Female,1,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.65,164.3,Yes,1,0-12 Months,Low,1,High Contract Risk,157.2,0.1468273906390951,No,Low Risk,0.0
5183-SNMJQ,Male,0,No,No,10,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.1,865.1,No,0,0-12 Months,High,4,High Contract Risk,951.0,0.5226311983615632,Yes,Medium Risk,0.0
8100-PNJMH,Male,0,Yes,Yes,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.85,6132.7,No,0,61+ Months,High,8,Low Contract Risk,6041.799999999999,0.029852797919000078,No,Low Risk,0.0
7838-LAZFO,Male,0,Yes,No,45,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),78.8,3597.5,No,0,25-48 Months,High,6,Medium Contract Risk,3546.0,0.06749198549223324,No,Low Risk,0.0
4464-JCOLN,Male,0,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.85,35.9,Yes,1,0-12 Months,Low,1,Medium Contract Risk,39.7,0.10196595757617222,No,Low Risk,0.0
2085-JVGAD,Male,0,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.35,697.65,No,0,25-48 Months,Low,1,High Contract Risk,752.95,0.06772157046635292,No,Low Risk,0.0
5650-VDUDS,Female,0,No,No,4,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.25,96.05,Yes,1,0-12 Months,Low,0,High Contract Risk,97.0,0.5109113542408614,Yes,Medium Risk,0.0
8095-WANWK,Female,0,No,No,10,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.25,428.7,No,0,0-12 Months,Medium,1,High Contract Risk,452.5,0.2389554882451817,No,Low Risk,0.0
3030-ZKIWL,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,20.05,No,0,0-12 Months,Low,1,High Contract Risk,20.05,0.29872100466145696,No,Low Risk,0.0
9565-FLVCG,Male,0,Yes,Yes,65,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Mailed check,69.55,4459.15,No,0,61+ Months,Medium,5,Low Contract Risk,4520.75,0.03761320407058665,No,Low Risk,0.0
8755-OGKNA,Female,0,Yes,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.5,1167.6,No,0,49-60 Months,Low,1,Low Contract Risk,1111.5,0.021530871166499266,No,Low Risk,0.0
2800-VEQXM,Female,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,74.75,238.1,No,0,0-12 Months,High,2,High Contract Risk,224.25,0.610990370488789,Yes,High Risk,74.75
7538-GWHML,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.65,145.15,Yes,1,0-12 Months,Medium,1,High Contract Risk,139.3,0.577060148384206,Yes,Medium Risk,0.0
5533-RJFTJ,Male,0,No,No,49,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),30.2,1453.1,No,0,49-60 Months,Low,1,High Contract Risk,1479.8,0.19369399478395294,No,Low Risk,0.0
3859-CVCET,Female,0,No,No,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.65,191.05,Yes,1,0-12 Months,Medium,1,High Contract Risk,182.6,0.3390191747671947,No,Medium Risk,0.0
0214-JHPFW,Female,0,Yes,No,70,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),57.8,4039.3,No,0,61+ Months,Medium,5,Low Contract Risk,4046.0,0.03952835107853244,No,Low Risk,0.0
5642-MHDQT,Female,0,Yes,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.85,1039.45,No,0,49-60 Months,Low,1,Medium Contract Risk,1052.0500000000002,0.03930765540212812,No,Low Risk,0.0
3088-FVYWK,Male,0,Yes,Yes,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.55,1336.1,No,0,49-60 Months,Low,2,Low Contract Risk,1354.15,0.025140281571952163,No,Low Risk,0.0
3276-HDUEG,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.05,75.05,Yes,1,0-12 Months,High,2,High Contract Risk,75.05,0.784069283306234,Yes,High Risk,75.05
9092-GDZKO,Male,0,No,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),24.85,493.4,No,0,13-24 Months,Low,2,High Contract Risk,546.7,0.11031273605247187,No,Low Risk,0.0
