CLIENT_ID,LIMIT_BAL,LimitBand,AGE,AgeGroup,SexLabel,EducationLabel,MarriageLabel,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,AvgBillAmount,AvgPaymentAmount,RecentDelinquencyCount,SevereDelinquencyCount,MaxRepaymentDelay,AvgRepaymentStatus,RepaymentTrend,BillUtilization,LatestUtilization,PaymentToBillRatio,RecentPaymentToBillRatio,DEFAULT,PredictedDefaultProbability,RiskBand,BestF1ThresholdFlag
3211,40000,<=50K,49,45-54,Female,High School,Married,1,-2,-2,-2,-2,-1,25.0,51.5,1,0,1,-1.3333333333333333,2,0.000625,0.0,2.0463576158940397,0.0,0,0.5832053488118268,High,1
3212,180000,100K-200K,25,25-34,Female,University,Married,0,0,0,0,0,-1,20374.166666666668,1375.1666666666667,0,0,0,-0.16666666666666666,1,0.11318981481481483,0.18512222222222222,0.06749505096281269,0.047829374952050065,0,0.21546520087469653,Medium,0
3213,420000,300K-500K,28,25-34,Male,University,Single,0,0,0,0,0,0,25068.833333333332,1711.1666666666667,0,0,0,0.0,0,0.05968769841269841,0.05445714285714286,0.0682582738308934,0.07345255247619854,0,0.18372705631668645,Low,0
3214,20000,<=50K,59,55-64,Male,University,Married,0,0,-1,-1,-1,-1,1061.5,595.5,0,0,0,-0.6666666666666666,1,0.053075,0.1473,0.5609105180533752,0.38755656108597286,0,0.4660436497983765,Medium,0
3215,340000,300K-500K,31,25-34,Female,University,Married,-1,0,0,0,0,0,38454.0,3333.3333333333335,0,0,0,-0.16666666666666666,-1,0.1131,0.09893823529411765,0.08668328096218442,0.11606831959858219,0,0.1254490130843875,Low,0
3216,20000,<=50K,25,25-34,Female,Graduate School,Single,2,2,2,2,2,2,16946.166666666668,2550.0,6,6,2,2.0,0,0.8473083333333334,0.46585,0.15047502901315918,0.23420727343699174,1,0.8666315494690089,High,1
3217,320000,300K-500K,52,45-54,Male,High School,Single,0,0,0,0,0,0,36120.666666666664,5000.0,0,0,0,0.0,0,0.11287708333333332,0.09955625,0.1384242703887415,0.1491943505072608,0,0.11771798915515357,Low,0
3218,360000,300K-500K,39,35-44,Male,Graduate School,Married,-2,-2,-2,-2,-2,-2,0.0,0.0,0,0,-2,-2.0,0,0.0,0.0,0.0,0.0,0,0.6936297852107675,High,1
3219,100000,50K-100K,29,25-34,Female,Graduate School,Single,0,0,0,0,0,0,42849.333333333336,4583.333333333333,0,0,0,0.0,0,0.42849333333333334,0.3333,0.10696351960544075,0.10620024749275069,0,0.1667156734379313,Low,0
3220,310000,300K-500K,36,35-44,Female,Graduate School,Single,-2,-2,-2,-2,-2,-2,49814.5,83050.66666666667,0,0,-2,-2.0,0,0.16069193548387098,0.0,1.6671930622842002,0.9999966542651428,0,0.20558120714431144,Medium,0
3221,140000,100K-200K,24,18-24,Female,University,Single,0,0,0,0,0,0,37326.166666666664,2871.5,0,0,0,0.0,0,0.26661547619047615,0.25575714285714285,0.07692960287196707,0.053931965294036634,0,0.1744144513316941,Low,0
3222,200000,100K-200K,33,25-34,Male,University,Single,1,2,2,2,0,0,101231.33333333333,3583.3333333333335,4,3,2,1.1666666666666667,1,0.5061566666666666,0.49495,0.03539741417773453,0.030143079149027384,0,0.6899517500421645,High,1
3223,30000,<=50K,28,25-34,Female,University,Single,-1,-1,-2,-1,-1,-2,753.6666666666666,463.1666666666667,0,0,-1,-1.3333333333333333,1,0.02512222222222222,0.0581,0.6144152111430466,1.5934633027522935,1,0.4660363242785936,Medium,0
3224,130000,100K-200K,25,25-34,Female,High School,Married,0,0,0,0,0,0,131493.5,4907.833333333333,0,0,0,0.0,0,1.0114884615384616,1.0162307692307693,0.037323724083035685,0.038957949507015165,0,0.2914049345592205,Medium,0
3225,20000,<=50K,44,35-44,Female,High School,Married,0,0,2,0,0,-2,12161.166666666666,833.3333333333334,1,1,2,0.0,2,0.6080583333333333,0.85475,0.06852318824690275,0.07381708127260649,0,0.5670818695236711,High,1
3226,120000,100K-200K,57,55-64,Female,Other,Married,0,0,0,0,0,0,92074.0,5001.166666666667,0,0,0,0.0,0,0.7672833333333333,0.9708083333333334,0.05431671931142466,0.046338782290785356,0,0.23717120635312594,Medium,0
3227,190000,100K-200K,32,25-34,Female,Graduate School,Single,-2,-2,-2,-2,-2,-2,6499.333333333333,5165.666666666667,0,0,-2,-2.0,0,0.034207017543859644,0.0421578947368421,0.7947790855706849,1.5775158658204895,0,0.222849352539989,Medium,0
3228,50000,<=50K,26,25-34,Female,University,Married,0,0,0,0,0,0,39227.333333333336,1747.5,0,0,0,0.0,0,0.7845466666666667,0.87442,0.044547829966222675,0.04986184179714941,0,0.3417103492593779,Medium,0
3229,130000,100K-200K,27,25-34,Female,Other,Single,0,0,0,0,0,0,113042.33333333333,7460.333333333333,0,0,0,0.0,0,0.8695564102564102,0.8276846153846154,0.06599582752799463,0.03886265398910149,0,0.22381214264173446,Medium,0
3230,220000,200K-300K,48,45-54,Female,University,Married,0,0,0,0,0,0,32480.166666666668,2489.0,0,0,0,0.0,0,0.14763712121212122,0.12787272727272728,0.0766309869562094,0.06601989274826996,1,0.16597038756687696,Low,0
3231,200000,100K-200K,29,25-34,Female,University,Married,0,0,0,0,0,0,57612.666666666664,2441.1666666666665,0,0,0,0.0,0,0.28806333333333334,0.35211,0.04237192523656477,0.03919149306533281,0,0.14615933978115922,Low,0
3232,50000,<=50K,59,55-64,Female,High School,Married,0,0,0,0,0,0,27224.333333333332,1150.8333333333333,0,0,0,0.0,0,0.5444866666666667,0.74402,0.042271973161429346,0.04233807948090583,0,0.33680280380702143,Medium,0
3233,30000,<=50K,26,25-34,Female,University,Married,2,2,2,2,2,2,29880.166666666668,1129.6666666666667,6,6,2,2.0,0,0.9960055555555556,1.0318,0.03780636092859294,0.047856932040533005,0,0.8486169095486082,High,1
3234,200000,100K-200K,33,25-34,Female,University,Married,1,-2,-2,-2,-2,-2,0.0,0.0,1,0,1,-1.5,3,0.0,0.0,0.0,0.0,0,0.6894110857154614,High,1
3235,400000,300K-500K,50,45-54,Female,High School,Married,2,-1,-1,-1,-1,-2,2351.0,1431.1666666666667,1,1,2,-0.6666666666666666,4,0.0058775,0.0138075,0.6087048982774509,0.6333997197019989,1,0.7071776012241382,High,1
3236,120000,100K-200K,41,35-44,Female,Graduate School,Married,0,0,0,0,0,0,113658.0,5166.666666666667,0,0,0,0.0,0,0.94715,0.9903916666666667,0.04545794480232393,0.04622260227472982,0,0.24221984461621035,Medium,0
3237,60000,50K-100K,38,35-44,Female,University,Married,0,0,0,0,0,0,40822.166666666664,6666.666666666667,0,0,0,0.0,0,0.6803694444444444,0.7662,0.16330929964806845,0.10476616192657988,0,0.243609076214301,Medium,0
3238,150000,100K-200K,25,25-34,Female,Graduate School,Single,-1,-1,0,0,0,-1,7719.666666666667,3198.1666666666665,0,0,0,-0.5,0,0.051464444444444445,0.021113333333333335,0.41427923746194867,0.6020676185344828,0,0.2776952589810665,Medium,0
3239,240000,200K-300K,44,35-44,Female,University,Married,-2,-1,-1,2,2,3,4397.5,681.6666666666666,3,3,3,0.5,-5,0.018322916666666668,0.07052083333333334,0.15500644281058137,0.13033494733689413,0,0.4951979068369489,Medium,0
3240,130000,100K-200K,29,25-34,Male,University,Single,-1,-1,-2,-2,-2,-2,599.0,0.0,0,0,-1,-1.6666666666666667,1,0.0046076923076923074,0.027646153846153845,0.0,0.0,0,0.5233802628691805,High,1
3241,200000,100K-200K,40,35-44,Male,High School,Married,2,0,0,2,2,2,99743.66666666667,4766.666666666667,4,4,2,1.3333333333333333,0,0.4987183333333334,0.45684,0.047789086376267206,0.057381839175954547,1,0.8927356930584783,High,1
3242,240000,200K-300K,56,55-64,Female,University,Married,2,2,-2,-2,-2,-2,416.6666666666667,0.0,2,2,2,-0.6666666666666666,4,0.0017361111111111112,0.010416666666666666,0.0,0.0,1,0.8895595733006858,High,1
3243,30000,<=50K,22,18-24,Female,Graduate School,Single,-1,-1,2,0,0,0,21135.166666666668,2975.3333333333335,1,1,2,0.0,-1,0.7045055555555556,0.49616666666666664,0.14077532094754439,0.23797561423932356,1,0.5592348502770575,High,1
3244,50000,<=50K,26,25-34,Female,University,Married,0,0,0,0,0,0,35958.166666666664,1495.1666666666667,0,0,0,0.0,0,0.7191633333333333,0.8867,0.04158053302433372,0.04018785125875741,0,0.3459790750300856,Medium,0
3245,30000,<=50K,26,25-34,Male,University,Single,2,0,0,0,2,2,17519.166666666668,1345.0,3,3,2,1.0,0,0.5839722222222222,0.4553333333333333,0.07677232771414437,0.16132251486093635,0,0.8734376089513509,High,1
3246,310000,300K-500K,33,25-34,Male,Graduate School,Married,-2,-2,-2,-2,-2,-2,0.0,0.0,0,0,-2,-2.0,0,0.0,0.0,0.0,0.0,0,0.6675735520708426,High,1
3247,120000,100K-200K,28,25-34,Female,University,Single,2,2,2,2,0,0,114067.16666666667,3382.3333333333335,4,4,2,1.3333333333333333,2,0.9505597222222223,0.932,0.029652076843501792,0.026069203483314245,1,0.8895466309747013,High,1
3248,290000,200K-300K,34,25-34,Female,University,Married,0,0,0,0,0,0,18198.833333333332,981.3333333333334,0,0,0,0.0,0,0.06275459770114943,0.05584827586206897,0.05392237668736377,0.06311957868649319,0,0.2860123351955685,Medium,0
3249,50000,<=50K,45,45-54,Male,University,Single,0,0,0,0,0,0,26903.5,1447.6666666666667,0,0,0,0.0,0,0.53807,0.91822,0.053809270111880664,0.03568914047538583,0,0.36185985021378037,Medium,0
3250,130000,100K-200K,27,25-34,Female,Graduate School,Single,0,0,0,0,0,0,83913.33333333333,9323.666666666666,0,0,0,0.0,0,0.6454871794871795,0.6683307692307693,0.11111044905368822,0.176032292820614,0,0.1757162529812422,Low,0
3251,50000,<=50K,30,25-34,Male,Other,Married,0,0,0,0,0,0,21198.5,892.1666666666666,0,0,0,0.0,0,0.42397,0.94622,0.04208598025033021,0.040571569712659974,0,0.3571332576186221,Medium,0
3252,210000,200K-300K,33,25-34,Female,University,Married,-1,-1,-1,-2,-1,-1,378.0,366.6666666666667,0,0,-1,-1.1666666666666667,0,0.0018,0.00046666666666666666,0.9695901278096077,0.9419680403700589,0,0.42837871811869654,Medium,0
3253,50000,<=50K,47,45-54,Male,High School,Married,1,3,2,0,0,-1,3245.8333333333335,491.0,3,2,3,0.8333333333333334,2,0.06491666666666666,0.09518,0.15126309303758473,0.0,1,0.7311605002704897,High,1
3254,10000,<=50K,40,35-44,Female,University,Single,0,0,0,0,0,0,6840.333333333333,510.1666666666667,0,0,0,0.0,0,0.6840333333333333,0.616,0.07458031820286042,0.1214760147601476,0,0.47808076379143616,Medium,0
3255,10000,<=50K,22,18-24,Male,High School,Single,0,0,0,0,0,0,7724.0,761.5,0,0,0,0.0,0,0.7724,0.5757,0.09858668680548063,0.12954061152683483,0,0.45082846418558753,Medium,0
3256,80000,50K-100K,24,18-24,Female,University,Single,2,2,3,2,3,2,79394.16666666667,2950.0,6,6,3,2.3333333333333335,0,0.9924270833333334,0.94305,0.03715630418627694,0.05436667109020159,1,0.8862426213088842,High,1
3257,360000,300K-500K,65,65+,Male,University,Married,1,-2,-2,-2,-2,-2,0.0,0.0,1,0,1,-1.5,3,0.0,0.0,0.0,0.0,1,0.7269159582261334,High,1
3258,530000,500K+,32,25-34,Male,Graduate School,Single,-2,-2,-1,0,0,0,20642.0,30858.333333333332,0,0,0,-0.8333333333333334,-2,0.03894716981132076,0.02349245283018868,1.4949173617110607,1.0092658179381642,0,0.11158456924709387,Low,0
3259,20000,<=50K,46,45-54,Male,University,Single,0,0,0,0,0,0,15971.166666666666,4550.833333333333,0,0,0,0.0,0,0.7985583333333333,1.0188,0.2849375965271111,0.0682101277175267,0,0.37661765130112107,Medium,0
3260,170000,100K-200K,42,35-44,Male,University,Married,0,0,0,0,0,0,131994.5,4983.333333333333,0,0,0,0.0,0,0.7764382352941176,0.7742882352941176,0.03775405066871389,0.0392308711291358,0,0.1812074808215478,Low,0
3261,220000,200K-300K,33,25-34,Female,University,Married,-1,-1,-1,-1,-1,2,6405.166666666667,6909.333333333333,1,1,2,-0.5,-3,0.02911439393939394,0.07313636363636364,1.078684429641965,1.2665213865801743,0,0.26410763864803105,Medium,0
3262,180000,100K-200K,40,35-44,Male,High School,Married,-1,-1,-1,0,-1,-1,934.1666666666666,769.0,0,0,0,-0.8333333333333334,0,0.005189814814814815,0.005505555555555555,0.8230467356403853,0.6993028190360715,0,0.47602292997804313,Medium,0
3263,440000,300K-500K,37,35-44,Female,Graduate School,Married,-1,-1,-1,-1,-1,-1,5704.833333333333,6061.0,0,0,-1,-1.0,0,0.012965530303030302,0.01205,1.062401402278703,0.7616188800331228,0,0.2452030450667864,Medium,0
3264,20000,<=50K,62,55-64,Male,University,Married,2,0,0,0,0,0,14514.333333333334,689.6666666666666,1,1,2,0.3333333333333333,2,0.7257166666666667,0.8935,0.04751570268811648,0.06274797154805734,1,0.8827488044926725,High,1
3265,400000,300K-500K,39,35-44,Female,University,Single,1,-2,-2,-2,-2,-2,0.0,0.0,1,0,1,-1.5,3,0.0,0.0,0.0,0.0,1,0.7179942125979508,High,1
3266,130000,100K-200K,27,25-34,Male,University,Single,0,0,0,-2,-2,-2,14246.0,182.0,0,0,0,-1.0,2,0.10958461538461539,0.34481538461538463,0.012775366472852346,0.012775366472852346,0,0.30844940011803745,Medium,0
3267,420000,300K-500K,29,25-34,Male,Graduate School,Single,0,0,0,0,0,0,140917.5,4781.0,0,0,0,0.0,0,0.33551785714285715,0.4631071428571429,0.03392761257755711,0.03143170222946758,0,0.15724578611435458,Low,0
3268,80000,50K-100K,34,25-34,Female,University,Married,0,0,0,0,-1,0,54358.166666666664,6943.833333333333,0,0,0,-0.16666666666666666,0,0.6794770833333333,0.9836,0.12774183657826155,0.03969751048073621,0,0.3349521198500678,Medium,0
3269,20000,<=50K,45,45-54,Female,University,Married,0,0,0,0,0,-2,16044.833333333334,1083.3333333333333,0,0,0,-0.3333333333333333,2,0.8022416666666667,0.92845,0.06751843772722552,0.08375425213895475,0,0.3643167996333468,Medium,0
3270,320000,300K-500K,29,25-34,Female,University,Single,1,2,0,0,3,2,98379.5,3625.1666666666665,4,3,3,1.3333333333333333,-1,0.3074359375,0.29084375,0.036848739068709994,0.0672711424882366,1,0.7954847043476214,High,1
3271,160000,100K-200K,40,35-44,Male,Graduate School,Married,0,0,0,0,0,0,24472.333333333332,6400.333333333333,0,0,0,0.0,0,0.15295208333333332,0.17226875,0.2615316511730854,0.3008877928483354,0,0.14018198635952633,Low,0
3272,50000,<=50K,23,18-24,Female,University,Single,0,0,0,0,0,2,41706.666666666664,2476.8333333333335,1,1,2,0.3333333333333333,-2,0.8341333333333333,0.9745,0.05938675117187032,0.0576471843003413,0,0.3872685869731599,Medium,0
3273,50000,<=50K,35,35-44,Male,University,Single,0,0,0,0,-1,-1,7808.833333333333,1761.8333333333333,0,0,0,-0.3333333333333333,1,0.15617666666666666,0.29072,0.22561574251931532,0.17163453286801306,0,0.3085254902728308,Medium,0
3274,70000,50K-100K,43,35-44,Female,University,Married,0,0,0,0,0,0,71438.0,3001.6666666666665,0,0,0,0.0,0,1.0205428571428572,1.0148142857142857,0.04201768895711676,0.04492541134306128,0,0.34366673447649676,Medium,0
3275,20000,<=50K,59,55-64,Male,High School,Single,1,2,2,4,3,2,16302.833333333334,853.5,6,5,4,2.3333333333333335,-1,0.8151416666666667,0.9537,0.05235232779243084,0.03973326883875203,1,0.7954183385504967,High,1
3276,160000,100K-200K,24,18-24,Female,University,Single,0,0,0,0,0,0,159826.0,6283.333333333333,0,0,0,0.0,0,0.9989125,0.98368125,0.03931354586284891,0.04036187663904771,0,0.217415811869904,Medium,0
3277,130000,100K-200K,33,25-34,Female,Graduate School,Single,1,-2,-2,-2,-2,-2,0.0,0.0,1,0,1,-1.5,3,0.0,0.0,0.0,0.0,1,0.6833662513045411,High,1
3278,20000,<=50K,23,18-24,Female,Graduate School,Single,0,0,3,2,2,0,19065.0,993.3333333333334,3,3,3,1.1666666666666667,0,0.95325,0.8459,0.05210200103154968,0.08086075333298569,0,0.6945483894416543,High,1
3279,170000,100K-200K,48,45-54,Female,University,Married,-2,-2,-1,-1,-1,-1,53642.333333333336,51072.666666666664,0,0,-1,-1.3333333333333333,-1,0.31554313725490196,0.11015882352941177,0.9520933339547312,0.9881595368690418,0,0.12255940234723037,Low,0
3280,300000,200K-300K,39,35-44,Female,Graduate School,Single,-1,-1,-1,-1,-1,-1,326.3333333333333,210.5,0,0,-1,-1.0,0,0.0010877777777777778,0.00243,0.6447166921898928,1.0724637681159421,0,0.33767294745113857,Medium,0
3281,160000,100K-200K,31,25-34,Female,Graduate School,Single,-1,-1,-1,-1,-2,-2,1097.1666666666667,819.1666666666666,0,0,-1,-1.3333333333333333,1,0.006857291666666667,0.01045,0.7465066828675577,0.7465066828675577,0,0.40392921361222134,Medium,0
3282,110000,100K-200K,52,45-54,Female,High School,Married,1,-2,-1,-1,-2,-2,166.66666666666666,166.66666666666666,1,0,1,-1.1666666666666667,3,0.0015151515151515152,0.0,0.999000999000999,0.999000999000999,0,0.5184594878232701,High,1
3283,230000,200K-300K,27,25-34,Female,Graduate School,Single,0,0,0,0,0,0,95467.66666666667,3375.3333333333335,0,0,0,0.0,0,0.4150768115942029,0.40072608695652173,0.035355713180879426,0.036380887591972645,0,0.16158277790529307,Low,0
3284,60000,50K-100K,21,18-24,Female,University,Single,0,0,0,0,0,0,29389.333333333332,1186.3333333333333,0,0,0,0.0,0,0.4898222222222222,0.6828166666666666,0.04036589031229974,0.042353728121294426,0,0.3060848969113199,Medium,0
3285,280000,200K-300K,35,35-44,Male,Graduate School,Married,0,0,0,0,2,0,179552.33333333334,57894.666666666664,1,1,2,0.3333333333333333,0,0.6412583333333334,0.5227428571428572,0.3224386553607812,0.40364782324238746,0,0.25933562100928076,Medium,0
3286,180000,100K-200K,47,45-54,Female,Graduate School,Single,1,-2,-1,-1,-2,-1,319.6666666666667,392.8333333333333,1,0,1,-1.0,2,0.001775925925925926,-3.3333333333333335e-05,1.228243877019281,1.0137096774193548,0,0.47278927942369947,Medium,0
3287,30000,<=50K,30,25-34,Female,Graduate School,Married,2,2,2,3,2,2,13397.333333333334,833.3333333333334,6,6,3,2.1666666666666665,0,0.4465777777777778,0.40363333333333334,0.062200659326988865,0.07191288267926854,1,0.9504978040051921,High,1
3288,50000,<=50K,28,25-34,Female,University,Single,0,0,0,0,0,0,30220.833333333332,7042.333333333333,0,0,0,0.0,0,0.6044166666666666,0.9602,0.23302780627157715,0.10080645161290322,0,0.33847847923221375,Medium,0
3289,270000,200K-300K,41,35-44,Female,University,Married,-1,2,-1,0,-1,-1,579.6666666666666,371.6666666666667,1,1,2,-0.3333333333333333,0,0.0021469135802469133,0.0030814814814814815,0.64098878988215,0.3998077847188852,0,0.6246145424131732,High,1
3290,80000,50K-100K,24,18-24,Female,University,Single,-1,-1,-2,-2,-2,-2,391.0,0.0,0,0,-1,-1.6666666666666667,1,0.0048875,0.029325,0.0,0.0,1,0.5260447210875376,High,1
3291,120000,100K-200K,31,25-34,Male,Graduate School,Single,2,0,0,2,0,0,31737.833333333332,3000.0,2,2,2,0.6666666666666666,2,0.26448194444444445,0.214325,0.09452391455038124,0.09077293151182317,1,0.878252307612537,High,1
3292,120000,100K-200K,53,45-54,Male,High School,Married,-1,-1,-1,-1,-1,-1,242.5,291.0,0,0,-1,-1.0,0,0.0020208333333333332,0.002425,1.1991758241758241,1.4974271012006861,0,0.4150838318061896,Medium,0
3293,30000,<=50K,23,18-24,Male,Graduate School,Single,0,0,0,0,0,0,29426.166666666668,2095.8333333333335,0,0,0,0.0,0,0.9808722222222223,0.9675,0.07122305418049593,0.09265740283881628,0,0.33619627247767153,Medium,0
3294,380000,300K-500K,36,35-44,Male,Graduate School,Single,0,0,0,0,0,0,62809.666666666664,4750.0,0,0,0,0.0,0,0.16528859649122807,0.18142894736842105,0.07562510116515726,0.07557952428784584,0,0.10674099783801295,Low,0
3295,80000,50K-100K,37,35-44,Female,University,Married,2,2,2,0,0,0,64431.333333333336,13850.5,3,3,2,1.0,2,0.8053916666666667,1.00635,0.21496472998455723,0.02116077207773887,1,0.8392928405174728,High,1
3296,20000,<=50K,26,25-34,Female,University,Single,0,0,0,0,0,0,11496.666666666666,453.1666666666667,0,0,0,0.0,0,0.5748333333333333,0.8969,0.03941665096185906,0.04673347122173882,0,0.36440729694162927,Medium,0
3297,160000,100K-200K,34,25-34,Male,High School,Married,-1,0,0,0,0,2,5637.333333333333,1333.3333333333333,1,1,2,0.16666666666666666,-3,0.03523333333333333,0.01841875,0.23651145602365115,0.36770113251948816,0,0.47547796420373445,Medium,0
3298,230000,200K-300K,26,25-34,Female,University,Single,-1,-1,-1,4,3,2,1663.0,214.33333333333334,3,3,4,1.0,-3,0.007230434782608696,0.03620869565217391,0.12887062831947088,0.06719677455482137,1,0.6521535268744948,High,1
3299,370000,300K-500K,39,35-44,Male,University,Single,2,0,0,0,0,0,325391.8333333333,11822.833333333334,1,1,2,0.3333333333333333,2,0.8794373873873873,0.9037675675675676,0.03633412417432922,0.037922790538624004,1,0.9029694007148673,High,1
3300,30000,<=50K,41,35-44,Female,High School,Married,1,2,0,0,2,0,28918.166666666668,1066.6666666666667,3,2,2,0.8333333333333334,1,0.9639388888888889,0.9905666666666667,0.03688548210477782,0.0480246984163284,0,0.6282894568329779,High,1
3301,20000,<=50K,24,18-24,Female,University,Single,0,0,0,0,0,0,19403.666666666668,850.8333333333334,0,0,0,0.0,0,0.9701833333333334,1.00365,0.043848724049371686,0.05493230174081238,0,0.3752707785566788,Medium,0
3302,20000,<=50K,23,18-24,Male,University,Single,1,3,2,2,0,0,17300.333333333332,730.0,4,3,3,1.3333333333333333,1,0.8650166666666667,0.87645,0.04219531227421173,0.015094923848044433,1,0.8126325657736089,High,1
3303,470000,300K-500K,52,45-54,Male,University,Married,0,0,0,0,0,0,90249.33333333333,5000.0,0,0,0,0.0,0,0.19201985815602834,0.1801531914893617,0.05540196898597776,0.057606783774857326,0,0.10882383961472153,Low,0
3304,220000,200K-300K,29,25-34,Female,University,Single,0,0,0,0,0,0,29745.833333333332,4689.333333333333,0,0,0,0.0,0,0.13520833333333332,0.16411818181818183,0.15764584594007036,0.12106659671707745,1,0.14902641041202797,Low,0
3305,80000,50K-100K,32,25-34,Male,High School,Single,0,0,0,0,0,0,57710.833333333336,2058.1666666666665,0,0,0,0.0,0,0.7213854166666667,0.9860875,0.035663333968683035,0.03342679333804874,0,0.2774804202627948,Medium,0
3306,180000,100K-200K,33,25-34,Female,University,Married,-2,-2,-2,-2,-2,-2,108.83333333333333,108.83333333333333,0,0,-2,-2.0,0,0.0006046296296296297,0.0,0.9984709480122325,0.0,0,0.35107651509157867,Medium,0
3307,100000,50K-100K,39,35-44,Female,University,Single,0,0,-1,0,0,-1,10489.833333333334,4281.333333333333,0,0,0,-0.3333333333333333,1,0.10489833333333334,0.2411,0.4081347314903082,0.4137345481768218,0,0.21524008581768383,Medium,0
3308,10000,<=50K,21,18-24,Female,University,Single,0,0,0,0,0,0,7713.166666666667,629.8333333333334,0,0,0,0.0,0,0.7713166666666667,0.7888,0.0816551426101988,0.09739425981873112,0,0.38771392202602245,Medium,0
3309,280000,200K-300K,51,45-54,Female,University,Married,-2,-2,-2,-2,-2,-2,991.1666666666666,864.1666666666666,0,0,-2,-2.0,0,0.0035398809523809523,0.008846428571428571,0.8717215870880969,0.5833893745796906,0,0.295915832795853,Medium,0
3310,110000,100K-200K,31,25-34,Female,Graduate School,Married,2,2,2,0,0,0,89635.5,3343.3333333333335,3,3,2,1.0,2,0.8148681818181818,0.9773363636363637,0.03729914059507562,0.0366875433070339,1,0.8774697950437566,High,1
3311,210000,200K-300K,27,25-34,Female,Graduate School,Single,0,0,0,0,0,0,106136.33333333333,3812.0,0,0,0,0.0,0,0.505411111111111,0.6431714285714286,0.035916013812401955,0.036172692156846147,0,0.19725303104329334,Low,0
3312,200000,100K-200K,36,35-44,Female,Graduate School,Married,0,-1,-1,0,0,0,7848.333333333333,5948.166666666667,0,0,0,-0.3333333333333333,0,0.03924166666666667,0.051585,0.757873054299123,0.7984184914841849,0,0.16134910439700165,Low,0
3313,260000,200K-300K,27,25-34,Male,Graduate School,Single,-1,-1,-1,-1,0,-1,6995.833333333333,6288.666666666667,0,0,0,-0.8333333333333334,0,0.02690705128205128,0.0033384615384615384,0.8988946064417762,5.0,0,0.33576033801607047,Medium,0
3314,600000,500K+,36,35-44,Male,Graduate School,Single,-2,-2,-2,-2,-2,-2,431.3333333333333,365.5,0,0,-2,-2.0,0,0.0007188888888888888,-1.6666666666666667e-06,0.847045191193511,1.0054844606946984,0,0.39385272292651485,Medium,0
3315,330000,300K-500K,47,45-54,Male,University,Married,-2,-2,-1,0,0,0,97522.66666666667,78650.5,0,0,0,-0.8333333333333334,-2,0.29552323232323235,0.05921212121212121,0.8064829262206971,1.204221419263686,0,0.1128431670845724,Low,0
3316,500000,300K-500K,31,25-34,Female,Graduate School,Single,0,0,0,0,0,0,217146.33333333334,35142.833333333336,0,0,0,0.0,0,0.43429266666666666,0.516514,0.1618392805471575,0.08005839607164049,0,0.12748934567755696,Low,0
3317,200000,100K-200K,29,25-34,Male,Graduate School,Other,-1,-1,-1,-1,-1,-1,3453.1666666666665,2274.5,0,0,-1,-1.0,0,0.01726583333333333,0.037525,0.6586389961389961,0.6496768686745519,0,0.25601018667674014,Medium,0
3318,200000,100K-200K,36,35-44,Male,University,Married,2,-1,-1,-1,-2,-2,2565.5,1309.8333333333333,1,1,2,-0.8333333333333334,4,0.0128275,0.0365,0.5105235806158244,0.4466424132181295,1,0.7522727903950843,High,1
3319,210000,200K-300K,27,25-34,Female,University,Single,-1,-1,-1,0,0,2,3815.0,1106.0,1,1,2,-0.16666666666666666,-3,0.018166666666666668,0.025490476190476192,0.2898955921541217,0.4864785707312311,0,0.45082947239562826,Medium,0
3320,500000,300K-500K,46,45-54,Female,Graduate School,Married,-2,-2,-2,-2,-2,-2,5643.166666666667,5011.333333333333,0,0,-2,-2.0,0,0.011286333333333334,0.007964,0.8880094506792676,1.2507753440589262,0,0.22779010679874342,Medium,0
3321,10000,<=50K,44,35-44,Female,University,Married,0,0,0,-2,-2,-2,1566.6666666666667,212.5,0,0,0,-1.0,2,0.15666666666666668,0.4125,0.13562386980108498,0.13562386980108498,0,0.4481444487413501,Medium,0
3322,160000,100K-200K,24,18-24,Female,Graduate School,Single,0,0,-2,-2,-2,-2,6166.666666666667,0.0,0,0,0,-1.3333333333333333,2,0.03854166666666667,0.23125,0.0,0.0,0,0.28273916016455714,Medium,0
3323,50000,<=50K,42,35-44,Female,High School,Married,0,0,0,0,0,0,29832.5,1089.5,0,0,0,0.0,0,0.59665,1.01812,0.03652036917026079,0.028529203443391087,0,0.43640640523721197,Medium,0
3324,130000,100K-200K,33,25-34,Male,University,Single,1,2,2,0,0,0,113228.5,3353.0,3,2,2,0.8333333333333334,1,0.8709884615384615,1.0043461538461538,0.029612642263737686,0.023865450972811075,0,0.651193644789872,High,1
3325,140000,100K-200K,28,25-34,Female,Graduate School,Single,0,0,0,0,0,0,141642.16666666666,5983.333333333333,0,0,0,0.0,0,1.0117297619047618,0.9859714285714286,0.04224254989680581,0.044677576820611256,1,0.26150963872098343,Medium,0
3326,80000,50K-100K,45,45-54,Female,University,Single,0,0,-2,-2,-2,-2,12525.0,1333.3333333333333,0,0,0,-1.3333333333333333,2,0.1565625,1.039375,0.10645234261686472,0.10645234261686472,0,0.28271346624615534,Medium,0
