CLIENT_ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,DEFAULT,SexLabel,EducationLabel,MarriageLabel,AgeGroup,LimitBand,AvgBillAmount,AvgPaymentAmount,TotalBillAmount,TotalPaymentAmount,RecentDelinquencyCount,SevereDelinquencyCount,MaxRepaymentDelay,AvgRepaymentStatus,RepaymentTrend,BillUtilization,LatestUtilization,PaymentToBillRatio,RecentPaymentToBillRatio,BillTrend,PaymentTrend
3256,80000,2,2,2,24,2,2,3,2,3,2,75444,80025,78129,82581,81053,79133,6400,0,6300,0,0,5000,1,Female,University,Single,18-24,50K-100K,79394.16666666667,2950.0,476365,17700,6,6,3,2.3333333333333335,0,0.9924270833333334,0.94305,0.03715630418627694,0.05436667109020159,-3689,1400
3257,360000,1,2,1,65,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,Male,University,Married,65+,300K-500K,0.0,0.0,0,0,1,0,1,-1.5,3,0.0,0.0,0.0,0.0,0,0
3258,530000,1,1,2,32,-2,-2,-1,0,0,0,12451,24095,15688,24511,12144,34963,24120,15791,12808,8090,34110,90231,0,Male,Graduate School,Single,25-34,500K+,20642.0,30858.333333333332,123852,185150,0,0,0,-0.8333333333333334,-2,0.03894716981132076,0.02349245283018868,1.4949173617110607,1.0092658179381642,-22512,-66111
3259,20000,1,2,2,46,0,0,0,0,0,0,20376,19927,19907,19349,17484,-1216,2000,1500,607,1360,1300,20538,0,Male,University,Single,45-54,<=50K,15971.166666666666,4550.833333333333,95827,27305,0,0,0,0.0,0,0.7985583333333333,1.0188,0.2849375965271111,0.0682101277175267,21592,-18538
3260,170000,1,2,1,42,0,0,0,0,0,0,131629,131374,129544,131937,132958,134525,5300,5100,5000,4700,5000,4800,0,Male,University,Married,35-44,100K-200K,131994.5,4983.333333333333,791967,29900,0,0,0,0.0,0,0.7764382352941176,0.7742882352941176,0.03775405066871389,0.0392308711291358,-2896,500
3261,220000,2,2,1,33,-1,-1,-1,-1,-1,2,16090,4991,-1350,18150,350,200,4991,0,20000,350,0,16115,0,Female,University,Married,25-34,200K-300K,6405.166666666667,6909.333333333333,38431,41456,1,1,2,-0.5,-3,0.02911439393939394,0.07313636363636364,1.078684429641965,1.2665213865801743,15890,-11124
3262,180000,1,3,1,40,-1,-1,-1,0,-1,-1,991,991,1316,325,1657,325,991,1316,0,1657,325,325,0,Male,High School,Married,35-44,100K-200K,934.1666666666666,769.0,5605,4614,0,0,0,-0.8333333333333334,0,0.005189814814814815,0.005505555555555555,0.8230467356403853,0.6993028190360715,666,666
3263,440000,2,1,1,37,-1,-1,-1,-1,-1,-1,5302,13333,686,-414,2736,12586,13333,1383,0,3150,13000,5500,0,Female,Graduate School,Married,35-44,300K-500K,5704.833333333333,6061.0,34229,36366,0,0,-1,-1.0,0,0.012965530303030302,0.01205,1.062401402278703,0.7616188800331228,-7284,7833
3264,20000,1,2,1,62,2,0,0,0,0,0,17870,18740,19343,19402,11731,0,1462,1367,682,627,0,0,1,Male,University,Married,55-64,<=50K,14514.333333333334,689.6666666666666,87086,4138,1,1,2,0.3333333333333333,2,0.7257166666666667,0.8935,0.04751570268811648,0.06274797154805734,17870,1462
3265,400000,2,2,2,39,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,Female,University,Single,35-44,300K-500K,0.0,0.0,0,0,1,0,1,-1.5,3,0.0,0.0,0.0,0.0,0,0
3266,130000,1,2,2,27,0,0,0,-2,-2,-2,44826,40650,0,0,0,0,1092,0,0,0,0,0,0,Male,University,Single,25-34,100K-200K,14246.0,182.0,85476,1092,0,0,0,-1.0,2,0.10958461538461539,0.34481538461538463,0.012775366472852346,0.012775366472852346,44826,1092
3267,420000,1,1,2,29,0,0,0,0,0,0,194505,144086,144169,122453,120509,119783,5479,5502,4193,5006,4503,4003,0,Male,Graduate School,Single,25-34,300K-500K,140917.5,4781.0,845505,28686,0,0,0,0.0,0,0.33551785714285715,0.4631071428571429,0.03392761257755711,0.03143170222946758,74722,1476
3268,80000,2,2,1,34,0,0,0,0,-1,0,78688,80539,76681,34197,27398,28646,4000,2333,3032,28298,2000,2000,0,Female,University,Married,25-34,50K-100K,54358.166666666664,6943.833333333333,326149,41663,0,0,0,-0.16666666666666666,0,0.6794770833333333,0.9836,0.12774183657826155,0.03969751048073621,50042,2000
3269,20000,2,2,1,45,0,0,0,0,0,-2,18569,40278,18760,18662,0,0,2500,3000,1000,0,0,0,0,Female,University,Married,45-54,<=50K,16044.833333333334,1083.3333333333333,96269,6500,0,0,0,-0.3333333333333333,2,0.8022416666666667,0.92845,0.06751843772722552,0.08375425213895475,18569,2500
3270,320000,2,2,2,29,1,2,0,0,3,2,93070,90725,92697,106221,104313,103251,0,3500,15100,11,3129,11,1,Female,University,Single,25-34,300K-500K,98379.5,3625.1666666666665,590277,21751,4,3,3,1.3333333333333333,-1,0.3074359375,0.29084375,0.036848739068709994,0.0672711424882366,-10181,-11
3271,160000,1,1,1,40,0,0,0,0,0,0,27563,28350,25186,36100,21707,7928,5002,5000,14400,10000,4000,0,0,Male,Graduate School,Married,35-44,100K-200K,24472.333333333332,6400.333333333333,146834,38402,0,0,0,0.0,0,0.15295208333333332,0.17226875,0.2615316511730854,0.3008877928483354,19635,5002
3272,50000,2,2,2,23,0,0,0,0,0,2,48725,51175,50115,33814,34423,31988,4987,1661,2000,3000,0,3213,0,Female,University,Single,18-24,<=50K,41706.666666666664,2476.8333333333335,250240,14861,1,1,2,0.3333333333333333,-2,0.8341333333333333,0.9745,0.05938675117187032,0.0576471843003413,16737,1774
3273,50000,1,2,2,35,0,0,0,0,-1,-1,14536,10827,9594,7309,1277,3310,2000,2000,2000,1277,3294,0,0,Male,University,Single,35-44,<=50K,7808.833333333333,1761.8333333333333,46853,10571,0,0,0,-0.3333333333333333,1,0.15617666666666666,0.29072,0.22561574251931532,0.17163453286801306,11226,2000
3274,70000,2,2,1,43,0,0,0,0,0,0,71037,71880,71927,71370,71003,71411,3352,3400,2900,2900,2900,2558,0,Female,University,Married,35-44,50K-100K,71438.0,3001.6666666666665,428628,18010,0,0,0,0.0,0,1.0205428571428572,1.0148142857142857,0.04201768895711676,0.04492541134306128,-374,794
3275,20000,1,3,2,59,1,2,2,4,3,2,19074,18482,20329,19616,19303,1013,0,2300,0,0,0,2821,1,Male,High School,Single,55-64,<=50K,16302.833333333334,853.5,97817,5121,6,5,4,2.3333333333333335,-1,0.8151416666666667,0.9537,0.05235232779243084,0.03973326883875203,18061,-2821
3276,160000,2,2,2,24,0,0,0,0,0,0,157389,158475,162309,162462,160085,158236,6800,6500,6000,6200,6200,6000,0,Female,University,Single,18-24,100K-200K,159826.0,6283.333333333333,958956,37700,0,0,0,0.0,0,0.9989125,0.98368125,0.03931354586284891,0.04036187663904771,-847,800
3277,130000,2,1,2,33,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,Female,Graduate School,Single,25-34,100K-200K,0.0,0.0,0,0,1,0,1,-1.5,3,0.0,0.0,0.0,0.0,0,0
3278,20000,2,1,2,23,0,0,3,2,2,0,16918,20627,19985,19702,18395,18763,4000,1,651,0,655,653,0,Female,Graduate School,Single,18-24,<=50K,19065.0,993.3333333333334,114390,5960,3,3,3,1.1666666666666667,0,0.95325,0.8459,0.05210200103154968,0.08086075333298569,-1845,3347
3279,170000,2,2,1,48,-2,-2,-1,-1,-1,-1,18727,64028,107946,13608,110667,6878,66513,108323,13608,112876,3998,1118,0,Female,University,Married,45-54,100K-200K,53642.333333333336,51072.666666666664,321854,306436,0,0,-1,-1.3333333333333333,-1,0.31554313725490196,0.11015882352941177,0.9520933339547312,0.9881595368690418,11849,65395
3280,300000,2,1,2,39,-1,-1,-1,-1,-1,-1,729,0,236,766,227,0,0,236,800,227,0,0,0,Female,Graduate School,Single,35-44,200K-300K,326.3333333333333,210.5,1958,1263,0,0,-1,-1.0,0,0.0010877777777777778,0.00243,0.6447166921898928,1.0724637681159421,729,0
3281,160000,2,1,2,31,-1,-1,-1,-1,-2,-2,1672,4411,500,0,0,0,4411,504,0,0,0,0,0,Female,Graduate School,Single,25-34,100K-200K,1097.1666666666667,819.1666666666666,6583,4915,0,0,-1,-1.3333333333333333,1,0.006857291666666667,0.01045,0.7465066828675577,0.7465066828675577,1672,4411
3282,110000,2,3,1,52,1,-2,-1,-1,-2,-2,0,0,1000,0,0,0,0,1000,0,0,0,0,0,Female,High School,Married,45-54,100K-200K,166.66666666666666,166.66666666666666,1000,1000,1,0,1,-1.1666666666666667,3,0.0015151515151515152,0.0,0.999000999000999,0.999000999000999,0,0
3283,230000,2,1,2,27,0,0,0,0,0,0,92167,92799,94328,96203,98474,98835,3340,3401,3420,3797,3476,2818,0,Female,Graduate School,Single,25-34,200K-300K,95467.66666666667,3375.3333333333335,572806,20252,0,0,0,0.0,0,0.4150768115942029,0.40072608695652173,0.035355713180879426,0.036380887591972645,-6668,522
3284,60000,2,2,2,21,0,0,0,0,0,0,40969,32724,24975,25475,26010,26183,1859,1410,910,939,1000,1000,0,Female,University,Single,18-24,50K-100K,29389.333333333332,1186.3333333333333,176336,7118,0,0,0,0.0,0,0.4898222222222222,0.6828166666666666,0.04036589031229974,0.042353728121294426,14786,859
3285,280000,1,1,1,35,0,0,0,0,2,0,146368,244092,210226,177595,153181,145852,101585,90762,50119,282,50436,54184,0,Male,Graduate School,Married,35-44,200K-300K,179552.33333333334,57894.666666666664,1077314,347368,1,1,2,0.3333333333333333,0,0.6412583333333334,0.5227428571428572,0.3224386553607812,0.40364782324238746,516,47401
3286,180000,2,1,2,47,1,-2,-1,-1,-2,-1,-6,-6,1251,0,0,679,0,1257,0,0,679,421,0,Female,Graduate School,Single,45-54,100K-200K,319.6666666666667,392.8333333333333,1918,2357,1,0,1,-1.0,2,0.001775925925925926,-3.3333333333333335e-05,1.228243877019281,1.0137096774193548,-685,-421
3287,30000,2,1,1,30,2,2,2,3,2,2,12109,12917,13909,13394,13036,15019,1300,1500,0,0,2200,0,1,Female,Graduate School,Married,25-34,<=50K,13397.333333333334,833.3333333333334,80384,5000,6,6,3,2.1666666666666665,0,0.4465777777777778,0.40363333333333334,0.062200659326988865,0.07191288267926854,-2910,1300
3288,50000,2,2,2,28,0,0,0,0,0,0,48010,40668,30361,22266,18469,21551,5000,2000,5000,6560,10000,13694,0,Female,University,Single,25-34,<=50K,30220.833333333332,7042.333333333333,181325,42254,0,0,0,0.0,0,0.6044166666666666,0.9602,0.23302780627157715,0.10080645161290322,26459,-8694
3289,270000,2,2,1,41,-1,2,-1,0,-1,-1,832,416,832,416,566,416,0,832,0,566,416,416,0,Female,University,Married,35-44,200K-300K,579.6666666666666,371.6666666666667,3478,2230,1,1,2,-0.3333333333333333,0,0.0021469135802469133,0.0030814814814814815,0.64098878988215,0.3998077847188852,416,-416
3290,80000,2,2,2,24,-1,-1,-2,-2,-2,-2,2346,0,0,0,0,0,0,0,0,0,0,0,1,Female,University,Single,18-24,50K-100K,391.0,0.0,2346,0,0,0,-1,-1.6666666666666667,1,0.0048875,0.029325,0.0,0.0,2346,0
3291,120000,1,1,2,31,2,0,0,2,0,0,25719,29961,32451,31630,34115,36551,5000,3000,0,3000,3000,4000,1,Male,Graduate School,Single,25-34,100K-200K,31737.833333333332,3000.0,190427,18000,2,2,2,0.6666666666666666,2,0.26448194444444445,0.214325,0.09452391455038124,0.09077293151182317,-10832,1000
3292,120000,1,3,1,53,-1,-1,-1,-1,-1,-1,291,291,0,582,291,0,291,0,582,291,0,582,0,Male,High School,Married,45-54,100K-200K,242.5,291.0,1455,1746,0,0,-1,-1.0,0,0.0020208333333333332,0.002425,1.1991758241758241,1.4974271012006861,291,-291
3293,30000,1,1,2,23,0,0,0,0,0,0,29025,28331,29792,30106,30318,28985,1507,5538,1030,1500,1500,1500,0,Male,Graduate School,Single,18-24,<=50K,29426.166666666668,2095.8333333333335,176557,12575,0,0,0,0.0,0,0.9808722222222223,0.9675,0.07122305418049593,0.09265740283881628,40,7
3294,380000,1,1,2,36,0,0,0,0,0,0,68943,75024,61114,60586,55489,55702,8000,5000,2500,5000,4000,4000,0,Male,Graduate School,Single,35-44,300K-500K,62809.666666666664,4750.0,376858,28500,0,0,0,0.0,0,0.16528859649122807,0.18142894736842105,0.07562510116515726,0.07557952428784584,13241,4000
3295,80000,2,2,1,37,2,2,2,0,0,0,80508,81731,78772,76818,70319,-1560,3100,0,2000,3000,0,75003,1,Female,University,Married,35-44,50K-100K,64431.333333333336,13850.5,386588,83103,3,3,2,1.0,2,0.8053916666666667,1.00635,0.21496472998455723,0.02116077207773887,82068,-71903
3296,20000,2,2,2,26,0,0,0,0,0,0,17938,18798,19347,8007,4890,0,1456,1005,160,98,0,0,0,Female,University,Single,25-34,<=50K,11496.666666666666,453.1666666666667,68980,2719,0,0,0,0.0,0,0.5748333333333333,0.8969,0.03941665096185906,0.04673347122173882,17938,1456
3297,160000,1,3,1,34,-1,0,0,0,0,2,2947,4593,6057,6519,7130,6578,2000,2000,1000,1000,0,2000,0,Male,High School,Married,25-34,100K-200K,5637.333333333333,1333.3333333333333,33824,8000,1,1,2,0.16666666666666666,-3,0.03523333333333333,0.01841875,0.23651145602365115,0.36770113251948816,-3631,0
3298,230000,2,2,2,26,-1,-1,-1,4,3,2,8328,0,600,600,300,150,0,600,0,0,0,686,1,Female,University,Single,25-34,200K-300K,1663.0,214.33333333333334,9978,1286,3,3,4,1.0,-3,0.007230434782608696,0.03620869565217391,0.12887062831947088,0.06719677455482137,8178,-686
3299,370000,1,2,2,39,2,0,0,0,0,0,334394,337272,340152,345904,322168,272461,14005,12004,12362,12006,9555,11005,1,Male,University,Single,35-44,300K-500K,325391.8333333333,11822.833333333334,1952351,70937,1,1,2,0.3333333333333333,2,0.8794373873873873,0.9037675675675676,0.03633412417432922,0.037922790538624004,61933,3000
3300,30000,2,3,1,41,1,2,0,0,2,0,29717,28569,29168,30566,29229,26260,0,2000,2200,0,1100,1100,0,Female,High School,Married,35-44,<=50K,28918.166666666668,1066.6666666666667,173509,6400,3,2,2,0.8333333333333334,1,0.9639388888888889,0.9905666666666667,0.03688548210477782,0.0480246984163284,3457,-1100
3301,20000,2,2,2,24,0,0,0,0,0,0,20073,19940,19441,18680,19071,19217,1319,1291,656,679,784,376,0,Female,University,Single,18-24,<=50K,19403.666666666668,850.8333333333334,116422,5105,0,0,0,0.0,0,0.9701833333333334,1.00365,0.043848724049371686,0.05493230174081238,856,943
3302,20000,1,2,2,23,1,3,2,2,0,0,17529,16967,17176,16605,17185,18340,0,780,0,1000,1600,1000,1,Male,University,Single,18-24,<=50K,17300.333333333332,730.0,103802,4380,4,3,3,1.3333333333333333,1,0.8650166666666667,0.87645,0.04219531227421173,0.015094923848044433,-811,-1000
3303,470000,1,2,1,52,0,0,0,0,0,0,84672,86821,88892,90944,93739,96428,5000,5000,5000,5000,5000,5000,0,Male,University,Married,45-54,300K-500K,90249.33333333333,5000.0,541496,30000,0,0,0,0.0,0,0.19201985815602834,0.1801531914893617,0.05540196898597776,0.057606783774857326,-11756,0
3304,220000,2,2,2,29,0,0,0,0,0,0,36106,33494,29518,29569,28587,21201,3000,3000,6000,5000,1136,10000,1,Female,University,Single,25-34,200K-300K,29745.833333333332,4689.333333333333,178475,28136,0,0,0,0.0,0,0.13520833333333332,0.16411818181818183,0.15764584594007036,0.12106659671707745,14905,-7000
3305,80000,1,3,2,32,0,0,0,0,0,0,78887,69433,48198,49182,49939,50626,2569,2000,2000,1770,2002,2008,0,Male,High School,Single,25-34,50K-100K,57710.833333333336,2058.1666666666665,346265,12349,0,0,0,0.0,0,0.7213854166666667,0.9860875,0.035663333968683035,0.03342679333804874,28261,561
3306,180000,2,2,1,33,-2,-2,-2,-2,-2,-2,0,0,0,0,653,0,0,0,0,653,0,0,0,Female,University,Married,25-34,100K-200K,108.83333333333333,108.83333333333333,653,653,0,0,-2,-2.0,0,0.0006046296296296297,0.0,0.9984709480122325,0.0,0,0
3307,100000,2,2,2,39,0,0,-1,0,0,-1,24110,10497,20159,7053,0,1120,2000,20159,500,0,1120,1909,0,Female,University,Single,35-44,50K-100K,10489.833333333334,4281.333333333333,62939,25688,0,0,0,-0.3333333333333333,1,0.10489833333333334,0.2411,0.4081347314903082,0.4137345481768218,22990,91
3308,10000,2,2,2,21,0,0,0,0,0,0,7888,8987,9604,9800,10000,0,1383,1000,196,200,1000,0,0,Female,University,Single,18-24,<=50K,7713.166666666667,629.8333333333334,46279,3779,0,0,0,0.0,0,0.7713166666666667,0.7888,0.0816551426101988,0.09739425981873112,7888,1383
3309,280000,2,2,1,51,-2,-2,-2,-2,-2,-2,2477,3470,0,0,0,0,3470,0,0,0,0,1715,0,Female,University,Married,45-54,200K-300K,991.1666666666666,864.1666666666666,5947,5185,0,0,-2,-2.0,0,0.0035398809523809523,0.008846428571428571,0.8717215870880969,0.5833893745796906,2477,1755
3310,110000,2,1,1,31,2,2,2,0,0,0,107507,108067,83164,79428,80235,79412,7960,0,3000,3000,3100,3000,1,Female,Graduate School,Married,25-34,100K-200K,89635.5,3343.3333333333335,537813,20060,3,3,2,1.0,2,0.8148681818181818,0.9773363636363637,0.03729914059507562,0.0366875433070339,28095,4960
3311,210000,2,1,2,27,0,0,0,0,0,0,135066,121769,97575,93763,95790,92855,5600,4000,3220,3400,3252,3400,0,Female,Graduate School,Single,25-34,200K-300K,106136.33333333333,3812.0,636818,22872,0,0,0,0.0,0,0.505411111111111,0.6431714285714286,0.035916013812401955,0.036172692156846147,42211,2200
3312,200000,2,1,1,36,0,-1,-1,0,0,0,10317,5755,8587,7782,6987,7662,5788,8587,5314,5000,5000,6000,0,Female,Graduate School,Married,35-44,100K-200K,7848.333333333333,5948.166666666667,47090,35689,0,0,0,-0.3333333333333333,0,0.03924166666666667,0.051585,0.757873054299123,0.7984184914841849,2655,-212
3313,260000,1,1,2,27,-1,-1,-1,-1,0,-1,868,1317,1757,31741,3842,2450,1320,1770,31744,1,2606,291,0,Male,Graduate School,Single,25-34,200K-300K,6995.833333333333,6288.666666666667,41975,37732,0,0,0,-0.8333333333333334,0,0.02690705128205128,0.0033384615384615384,0.8988946064417762,5.0,-1582,1029
3314,600000,1,1,2,36,-2,-2,-2,-2,-2,-2,-1,-1,1095,899,598,-2,0,1096,4,601,0,492,0,Male,Graduate School,Single,35-44,500K+,431.3333333333333,365.5,2588,2193,0,0,-2,-2.0,0,0.0007188888888888888,-1.6666666666666667e-06,0.847045191193511,1.0054844606946984,1,-492
3315,330000,1,2,1,47,-2,-2,-1,0,0,0,19540,23240,166722,215506,138371,21757,25487,166744,60057,560,17921,201134,0,Male,University,Married,45-54,300K-500K,97522.66666666667,78650.5,585136,471903,0,0,0,-0.8333333333333334,-2,0.29552323232323235,0.05921212121212121,0.8064829262206971,1.204221419263686,-2217,-175647
3316,500000,2,1,2,31,0,0,0,0,0,0,258257,247282,197247,188044,210940,201108,25239,18011,13014,45049,20102,89442,0,Female,Graduate School,Single,25-34,300K-500K,217146.33333333334,35142.833333333336,1302878,210857,0,0,0,0.0,0,0.43429266666666666,0.516514,0.1618392805471575,0.08005839607164049,57149,-64203
3317,200000,1,1,3,29,-1,-1,-1,-1,-1,-1,7505,5894,3002,1715,2604,-1,5919,3017,1720,2611,0,380,0,Male,Graduate School,Other,25-34,100K-200K,3453.1666666666665,2274.5,20719,13647,0,0,-1,-1.0,0,0.01726583333333333,0.037525,0.6586389961389961,0.6496768686745519,7506,5539
3318,200000,1,2,1,36,2,-1,-1,-1,-2,-2,7300,3238,2655,2200,0,0,3238,2655,0,0,0,1966,1,Male,University,Married,35-44,100K-200K,2565.5,1309.8333333333333,15393,7859,1,1,2,-0.8333333333333334,4,0.0128275,0.0365,0.5105235806158244,0.4466424132181295,7300,1272
3319,210000,2,2,2,27,-1,-1,-1,0,0,2,5353,280,4609,4703,6324,1621,280,4609,94,1621,0,32,0,Female,University,Single,25-34,200K-300K,3815.0,1106.0,22890,6636,1,1,2,-0.16666666666666666,-3,0.018166666666666668,0.025490476190476192,0.2898955921541217,0.4864785707312311,3732,248
3320,500000,2,1,1,46,-2,-2,-2,-2,-2,-2,3982,3700,12953,9019,4236,-31,3718,13023,9070,4257,0,0,0,Female,Graduate School,Married,45-54,300K-500K,5643.166666666667,5011.333333333333,33859,30068,0,0,-2,-2.0,0,0.011286333333333334,0.007964,0.8880094506792676,1.2507753440589262,4013,3718
3321,10000,2,2,1,44,0,0,0,-2,-2,-2,4125,5275,0,0,0,0,1275,0,0,0,0,0,0,Female,University,Married,35-44,<=50K,1566.6666666666667,212.5,9400,1275,0,0,0,-1.0,2,0.15666666666666668,0.4125,0.13562386980108498,0.13562386980108498,4125,1275
3322,160000,2,1,2,24,0,0,-2,-2,-2,-2,37000,0,0,0,0,0,0,0,0,0,0,0,0,Female,Graduate School,Single,18-24,100K-200K,6166.666666666667,0.0,37000,0,0,0,0,-1.3333333333333333,2,0.03854166666666667,0.23125,0.0,0.0,37000,0
3323,50000,2,3,1,42,0,0,0,0,0,0,50906,48888,47037,12187,9962,10015,2009,1180,1000,1000,348,1000,0,Female,High School,Married,35-44,<=50K,29832.5,1089.5,178995,6537,0,0,0,0.0,0,0.59665,1.01812,0.03652036917026079,0.028529203443391087,40891,1009
3324,130000,1,2,2,33,1,2,2,0,0,0,130565,131878,115173,108310,112083,81362,5012,0,4000,5000,4000,2106,0,Male,University,Single,25-34,100K-200K,113228.5,3353.0,679371,20118,3,2,2,0.8333333333333334,1,0.8709884615384615,1.0043461538461538,0.029612642263737686,0.023865450972811075,49203,2906
3325,140000,2,1,2,28,0,0,0,0,0,0,138036,140922,144072,142381,142807,141635,6600,7000,5300,6000,5500,5500,1,Female,Graduate School,Single,25-34,100K-200K,141642.16666666666,5983.333333333333,849853,35900,0,0,0,0.0,0,1.0117297619047618,0.9859714285714286,0.04224254989680581,0.044677576820611256,-3599,1100
3326,80000,2,2,2,45,0,0,-2,-2,-2,-2,83150,-8000,0,0,0,0,0,8000,0,0,0,0,0,Female,University,Single,45-54,50K-100K,12525.0,1333.3333333333333,75150,8000,0,0,0,-1.3333333333333333,2,0.1565625,1.039375,0.10645234261686472,0.10645234261686472,83150,0
3327,500000,2,1,2,31,-2,-2,-2,-1,0,-1,17496,1001,15782,29251,20095,77684,2000,5000,37223,0,80583,10155,1,Female,Graduate School,Single,25-34,300K-500K,26884.833333333332,22493.5,161309,134961,0,0,0,-1.3333333333333333,-1,0.05376966666666667,0.034992,0.8366561279523899,1.2900525087514585,-60188,-8155
3328,500000,2,2,1,39,0,0,0,0,0,0,146700,126765,107965,89339,67854,54918,4585,3789,3942,2433,10000,762,0,Female,University,Married,35-44,300K-500K,98923.5,4251.833333333333,593541,25511,0,0,0,0.0,0,0.197847,0.2934,0.0429809516428492,0.03228893299181241,91782,3823
3329,320000,2,2,1,35,0,0,0,2,0,0,4050,4914,6630,6393,9721,10584,1073,1789,0,3425,1000,3425,0,Female,University,Married,35-44,300K-500K,7048.666666666667,1785.3333333333333,42292,10712,1,1,2,0.3333333333333333,0,0.022027083333333336,0.01265625,0.2532806847468848,0.18352035908945175,-6534,-2352
3330,50000,1,2,2,29,1,2,0,0,0,0,49612,48546,49157,49890,48941,49940,0,1900,1333,0,999,0,0,Male,University,Single,25-34,<=50K,49347.666666666664,705.3333333333334,296086,4232,2,1,2,0.5,1,0.9869533333333332,0.99224,0.014293096285888944,0.02194602079882701,-328,0
3331,120000,2,2,2,40,0,0,0,-2,-2,-2,4180,5100,0,0,0,0,1000,0,0,0,0,0,0,Female,University,Single,35-44,100K-200K,1546.6666666666667,166.66666666666666,9280,1000,0,0,0,-1.0,2,0.012888888888888889,0.034833333333333334,0.10774701002047193,0.10774701002047193,4180,1000
3332,500000,1,1,1,59,-2,-2,-2,-2,-2,-2,0,0,994,3342,1240,700,0,994,3342,1240,700,2250,1,Male,Graduate School,Married,55-64,300K-500K,1046.0,1421.0,6276,8526,0,0,-2,-2.0,0,0.002092,0.0,1.3582921777919388,4.357788944723618,-700,-2250
3333,290000,2,2,1,42,-2,-1,-1,-1,0,0,-132,18364,2417,4583,1402,3227,18496,2429,4598,7,3227,1,0,Female,University,Married,35-44,200K-300K,4976.833333333333,4793.0,29861,28758,0,0,0,-0.8333333333333334,-2,0.01716149425287356,-0.00045517241379310346,0.963029937713482,1.2359806295399516,-3359,18495
3334,280000,1,1,1,50,-1,-1,-1,0,0,-2,19378,347,4197,3755,0,0,348,4399,18,0,0,0,0,Male,Graduate School,Married,45-54,200K-300K,4612.833333333333,794.1666666666666,27677,4765,0,0,0,-0.8333333333333334,1,0.01647440476190476,0.06920714285714286,0.1721583929474673,0.19918070476110855,19378,348
3335,30000,2,3,1,41,0,0,0,0,0,0,39230,37737,36619,34752,33229,32211,1618,2000,1500,1500,2000,1248,1,Female,High School,Married,35-44,<=50K,35629.666666666664,1644.3333333333333,213778,9866,0,0,0,0.0,0,1.1876555555555555,1.3076666666666668,0.046150463796724654,0.04505797318355093,7019,370
3336,80000,1,1,2,31,1,2,2,2,2,2,21004,20384,22231,21576,23229,22708,0,2500,0,2000,0,1000,1,Male,Graduate School,Single,25-34,50K-100K,21855.333333333332,916.6666666666666,131132,5500,6,5,2,1.8333333333333333,-1,0.27319166666666667,0.26255,0.04194215033591849,0.039295818924866395,-1704,-1000
3337,50000,1,2,2,24,0,0,0,2,0,0,48136,72898,36103,29384,29356,29089,3700,5396,6,1003,1449,1022,0,Male,University,Single,18-24,<=50K,40827.666666666664,2096.0,244966,12576,1,1,2,0.3333333333333333,0,0.8165533333333332,0.96272,0.05133752709548633,0.057923608547900574,19047,2678
3338,10000,1,3,2,24,1,2,2,2,2,2,7826,8745,8440,9229,8969,8819,1200,0,900,0,2000,0,0,Male,High School,Single,18-24,<=50K,8671.333333333334,683.3333333333334,52028,4100,6,5,2,1.8333333333333333,-1,0.8671333333333334,0.7826,0.07880220646178093,0.08395969934431473,-993,1200
3339,550000,1,1,1,49,-1,-1,-1,-1,-1,-2,42141,1515,1488,18334,-114,-114,1522,1495,18426,0,0,22670,1,Male,Graduate School,Married,45-54,500K+,10541.666666666666,7352.166666666667,63250,44113,0,0,-1,-1.1666666666666667,1,0.019166666666666665,0.07662,0.6974277086528277,0.47498061800863883,42255,-21148
3340,60000,1,2,2,41,0,-1,-1,-1,-1,-1,14895,6750,5784,5246,3760,11411,6750,5784,5246,3760,11411,7435,0,Male,University,Single,35-44,50K-100K,7974.333333333333,6731.0,47846,40386,0,0,0,-0.8333333333333334,1,0.13290555555555555,0.24825,0.8440654586494452,0.6481954064892453,3484,-685
3341,140000,2,2,1,28,0,0,0,-1,-1,-1,5925,7729,0,150,1550,98426,2000,0,150,1550,106155,3500,0,Female,University,Married,25-34,100K-200K,18963.333333333332,18892.5,113780,113355,0,0,0,-0.5,1,0.13545238095238094,0.04232142857142857,0.9962559654072297,0.15745148297326986,-92501,-1500
3342,50000,2,2,2,28,0,0,0,0,0,0,46096,25370,26331,24749,25269,26847,1442,1403,1000,919,2000,1000,0,Female,University,Single,25-34,<=50K,29110.333333333332,1294.0,174662,7764,0,0,0,0.0,0,0.5822066666666667,0.92192,0.04445131481767747,0.03931573242806601,19249,442
